route_id,round,family,facet,rank,arxiv_id,version,title,authors,published,updated,primary_category,categories,abstract,canonical_url,pdf_url,raw_file
Q23,L9,multiscale,scaling,2,2603.13138,v1,Update on the computation of the quenched $SU(6)$ Yang-Mills lattice spectrum,Andrea Falzetti; Matteo Lombardi; Mauro Lucio Papinutto; Francesco Scardino,2026-03-13T16:28:23Z,2026-03-13T16:28:23Z,hep-lat,hep-lat,"We report on our continued efforts to measure the glueball and meson spectra in SU($N$) Yang-Mills theory and QCD with the aim of extrapolating to the large-$N$ limit. In particular, we document the computation of the low-lying SU($6$) spectrum. We employ a multilevel sampling algorithm to measure glueball correlators to reduce statistical noise in the large-time separation limit. The gluon operator basis is composed of spatial Wilson loop measured at different levels of (APE) smearing, with vanishing momentum selected to maximise the orthonogality of the operators and their overlap with the lowest lying states. We also report on analogous computations for the $J=0,1$ non-singlet meson spectrum with two degenerate quark flavors.",https://arxiv.org/abs/2603.13138,https://arxiv.org/pdf/2603.13138v1,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,3,2402.00016,v1,Multipolynomial Monte Carlo Trace Estimation,Paul Lashomb; Ronald B. Morgan; Travis Whyte; Walter Wilcox,2023-12-28T19:18:32Z,2023-12-28T19:18:32Z,hep-lat,hep-lat;math-ph,"In lattice QCD the calculation of disconnected quark loops from the trace of the inverse quark matrix has large noise variance. A multilevel Monte Carlo method is proposed for this problem that uses different degree polynomials on a multilevel system. The polynomials are developed from the GMRES algorithm for solving linear equations. To reduce orthogonalization expense, the highest degree polynomial is a composite or double polynomial found with a polynomial preconditioned GMRES iteration. Matrix deflation is used in three different ways: in the Monte Carlo levels, in the main solves, and in the deflation of the highest level double polynomial. A numerical comparison with optimized Hutchinson is performed on a quenched \(24^4\) lattice. The results demonstrate that the new Multipolynomial Monte Carlo method can significantly improve the trace computation for matrices that have a difficult spectrum due to small eigenvalues.}",https://arxiv.org/abs/2402.00016,https://arxiv.org/pdf/2402.00016v1,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,4,2312.11372,v1,Performance of two-level sampling for the glueball spectrum in pure gauge theory,Lorenzo Barca; Francesco Knechtli; Michael Peardon; Stefan Schaefer; Juan Andrés Urrea-Niño,2023-12-18T17:36:32Z,2023-12-18T17:36:32Z,hep-lat,hep-lat,"The computation of the glueball spectrum is particularly challenging due to the rapid decay of the signal-to-noise ratio of the correlation functions. To address this issue, advanced techniques such as gauge link smearing and the variational method are commonly employed to identify the spectrum before the signal diminishes significantly. However, a significant improvement in the signal-to-noise ratio can be achieved by utilising multilevel sampling techniques. In this talk, we present a study of the glueball spectrum in pure gauge theory with a two-level algorithm. Specifically, we explore the relation between noise reduction and the various multilevel parameters, such as the width of the dynamical regions and the number of submeasurements.",https://arxiv.org/abs/2312.11372,https://arxiv.org/pdf/2312.11372v1,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,5,2201.01610,v1,A numerical and theoretical study of multilevel performance for two-point correlator calculations,Ben Kitching-Morley; Andreas Jüttner,2022-01-05T13:46:47Z,2022-01-05T13:46:47Z,hep-lat,hep-lat,"An investigation of the performance of the multilevel algorithm in the approach to criticality has been undertaken using the Ising model, performing simulations across a range of temperatures. Numerical results show that the performance of multilevel in this system deteriorates as the correlation length is increased with respect to the lattice size. The statistical error of the longest correlator in the system is reduced in a multilevel setup when the correlation length is less than one-tenth of the lattice size, while for longer correlation lengths multilevel performs more poorly than a computer-time equivalent single level algorithm. A theoretical model of this performance scaling is outlined, and shows remarkable accuracy when compared to numerical results. This theoretical model may be applied to other systems with more complex spectra to predict if multilevel techniques are likely to result in improved statistics.",https://arxiv.org/abs/2201.01610,https://arxiv.org/pdf/2201.01610v1,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,6,2111.07916,v1,The static force from generalized Wilson loops,Viljami Leino; Nora Brambilla; Owe Philipsen; Christian Reisinger; Antonio Vairo; Marc Wagner,2021-11-15T17:08:06Z,2021-11-15T17:08:06Z,hep-lat,hep-lat;hep-ph;hep-th,Recently a method to compute the static force with lattice gauge theory using an insertion of a chromoelectric field into a Wilson loop was proposed. We explore this method using the multilevel algorithm and discuss the renormalization of the chromoelectric field on the lattice.,https://arxiv.org/abs/2111.07916,https://arxiv.org/pdf/2111.07916v1,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,7,2110.14702,v1,Monopoles of the Dirac type and color confinement in QCD,Tsuneo Suzuki; Atsuki Hiraguchi; Katsuya Ishiguro,2021-10-27T18:41:41Z,2021-10-27T18:41:41Z,hep-lat,hep-lat,"We present results of $SU(3)$ Monte-Carlo studies of a new color confinement scheme proposed recently due to Abelian-like monopoles of the Dirac type corresponding in the continuum limit to violation of the non-Abelian Bianchi identities (VNABI). The simulations are done without any additional gauge-fixing smoothing the vacuum. We get for the first time, in pure $SU(3)$ simulations with the standard Wilson action, (1) the perfect Abelian dominance with respect to the static potentials on $12^4\sim 16^4$ lattices at $β=5.6-5.8$ using the multilevel method. (2) The perfect monopole as well as Abelian dominances with respect to the static potentials by evaluating the Polyakov loop correlators on $24^3\times4$ at $β=5.6$. The Abelian photon part gives zero string tension. (3) The Abelian dual Meissner effect is observed with respect to the Abelian gauge field and Abelian monopoles. The Abelian electric field of a color is squeezed due to the solenoidal monopole current with the corresponding color. Although the scaling and the volume dependence are not yet studied in $SU(3)$, the present results and the previous $SU(2)$ results are consistent with the new Abelian picture of color confinement that each one of eight (three in $SU(2)$) colored electric flux is squeezed by the corresponding colored Abelian-like monopole of the Dirac type corresponding to VNABI.",https://arxiv.org/abs/2110.14702,https://arxiv.org/pdf/2110.14702v1,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,8,2008.12216,v1,Hybrid static potentials in SU(2) lattice gauge theory at short quark-antiquark separations,Carolin Riehl; Marc Wagner,2020-08-27T16:14:10Z,2020-08-27T16:14:10Z,hep-lat,hep-lat;hep-ph,"We compute hybrid static potentials in SU(2) lattice gauge theory using a multilevel algorithm and three different small lattice spacings. The resulting static potentials, which are valid for quark-antiquark separations as small as 0.05 fm, are important e.g. when computing masses of heavy hybrid mesons in the Born-Oppenheimer approximation. We also discuss and exclude possible systematic errors from topological freezing, the finite lattice volume and glueball decays.",https://arxiv.org/abs/2008.12216,https://arxiv.org/pdf/2008.12216v1,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,9,1912.00689,v2,Heavy quark momentum diffusion coefficient from the lattice,Nora Brambilla; Viljami Leino; Peter Petreczky; Antonio vairo,2019-12-02T11:31:36Z,2019-12-05T11:24:44Z,hep-lat,hep-lat;hep-ph;nucl-th,"We report progress towards computing the heavy quark momentum diffusion coefficient from the lattice correlator of two chromoelectric fields attached to a Polyakov loop in pure SU(3) gauge theory. Using a multilevel algorithm and tree-level improvement, we study the behavior of the diffusion coefficient as a function of temperature in the wide range $1.1 < T/Tc < 10^4$.",https://arxiv.org/abs/1912.00689,https://arxiv.org/pdf/1912.00689v2,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,10,1911.03290,v1,Static force from the lattice,Nora Brambilla; Viljami Leino; Owe Philipsen; Christian Reisinger; Antonio Vairo; Marc Wagner,2019-11-08T14:40:27Z,2019-11-08T14:40:27Z,hep-lat,hep-lat;hep-ph,"We present a novel approach to compute the force between a static quark and a static antiquark from lattice gauge theory directly, rather than extracting it from the static energy. We explore this approach for SU(3) pure gauge theory using the multilevel algorithm and smeared operators.",https://arxiv.org/abs/1911.03290,https://arxiv.org/pdf/1911.03290v1,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,11,1711.01592,v1,Local multiboson factorization of the quark determinant,Marco Cè; Leonardo Giusti; Stefan Schaefer,2017-11-05T14:06:52Z,2017-11-05T14:06:52Z,hep-lat,hep-lat,"We discuss the recently proposed multiboson domain-decomposed factorization of the gauge-field dependence of the fermion determinant in lattice QCD. In particular, we focus on the case of a lattice divided in an arbitrary number of thick time slices. As a consequence, multiple space-time regions can be updated independently. This allows to address the exponential degradation of the signal-to-noise ration of correlation functions with multilevel Monte Carlo sampling. We show numerical evidence of the effectiveness of a two-level integration for pseudoscalar propagators with momentum and for vector propagators, in a two active regions setup. These results are relevant to lattice computation of the hadronic contributions to the anomalous magnetic moment of the muon and to heavy meson decay form factors.",https://arxiv.org/abs/1711.01592,https://arxiv.org/pdf/1711.01592v1,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,12,1710.08839,v1,openQ*D simulation code for QCD+QED,Isabel Campos; Patrick Fritzsch; Martin Hansen; Marina Krstić Marinković; Agostino Patella; Alberto Ramos; Nazario Tantalo,2017-10-24T15:17:29Z,2017-10-24T15:17:29Z,hep-lat,hep-lat,"The openQ*D code for the simulation of QCD+QED with C$^\star$ boundary conditions is presented. This code is based on openQCD-1.6, from which it inherits the core features that ensure its efficiency: the locally-deflated SAP-preconditioned GCR solver, the twisted-mass frequency splitting of the fermion action, the multilevel integrator, the 4th order OMF integrator, the SSE/AVX intrinsics, etc. The photon field is treated as fully dynamical and C$^\star$ boundary conditions can be chosen in the spatial directions. We discuss the main features of openQ*D, and we show basic test results and performance analysis. An alpha version of this code is publicly available and can be downloaded from http://rcstar.web.cern.ch/ .",https://arxiv.org/abs/1710.08839,https://arxiv.org/pdf/1710.08839v1,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,13,1612.06424,v2,Domain decomposition and multilevel integration for fermions,Marco Cè; Leonardo Giusti; Stefan Schaefer,2016-12-19T21:41:46Z,2017-03-07T17:30:18Z,hep-lat,hep-lat,"The numerical computation of many hadronic correlation functions is exceedingly difficult due to the exponentially decreasing signal-to-noise ratio with the distance between source and sink. Multilevel integration methods, using independent updates of separate regions in space-time, are known to be able to solve such problems but have so far been available only for pure gauge theory. We present first steps into the direction of making such integration schemes amenable to theories with fermions, by factorizing a given observable via an approximated domain decomposition of the quark propagator. This allows for multilevel integration of the (large) factorized contribution to the observable, while its (small) correction can be computed in the standard way.",https://arxiv.org/abs/1612.06424,https://arxiv.org/pdf/1612.06424v2,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,14,1411.3503,v1,Light Glueball masses using the Multilevel Algorithm,Sourav Mondal; Pushan Majumdar; Nilmani Mathur,2014-11-13T11:20:04Z,2014-11-13T11:20:04Z,hep-lat,hep-lat,Following the multilevel scheme we present an error reduction algorithm for extracting glueball masses from monte-carlo simulations of pure SU(3) lattice gauge theory. We look at the two lightest states viz. the $0^{++}$ and $2^{++}$. Our method involves looking at correlations between large Wilson loops and does not require any smearing of links. The error bars we obtain are at the moment comparable to those obtained using smeared operators. We also present a comparison of our method with the naive method.,https://arxiv.org/abs/1411.3503,https://arxiv.org/pdf/1411.3503v1,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,15,1202.2462,v1,Aggregation-based Multilevel Methods for Lattice QCD,Andreas Frommer; Karsten Kahl; Stefan Krieg; Björn Leder; Matthias Rottmann,2012-02-11T19:38:41Z,2012-02-11T19:38:41Z,hep-lat,hep-lat,In Lattice QCD computations a substantial amount of work is spent in solving the Dirac equation. In the recent past it has been observed that conventional Krylov solvers tend to critically slow down for large lattices and small quark masses. We present a Schwarz alternating procedure (SAP) multilevel method as a solver for the Clover improved Wilson discretization of the Dirac equation. This approach combines two components (SAP and algebraic multigrid) that have separately been used in lattice QCD before. In combination with a bootstrap setup procedure we show that considerable speed-up over conventional Krylov subspace methods for realistic configurations can be achieved.,https://arxiv.org/abs/1202.2462,https://arxiv.org/pdf/1202.2462v1,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,16,1109.3941,v1,Towards a non-perturbative measurement of the heavy quark momentum diffusion coefficient,A. Francis; O. Kaczmarek; M. Laine; J. Langelage,2011-09-19T04:39:34Z,2011-09-19T04:39:34Z,hep-lat,hep-lat;hep-ph,"We report on a lattice investigation of heavy quark diffusion within pure SU(3) plasma above the deconfinement transition, with the quarks treated to leading order in the heavy mass expansion. Using a multilevel algorithm, several volumes and lattice spacings, as well as tree-level improvement and perturbative renormalization, we measure the relevant ""colour-electric"" Euclidean correlator, finding that it clearly exceeds its perturbative counterpart. Even without analytic continuation, this suggests that at temperatures just above the critical one, non-perturbative interactions felt by the heavy quarks are stronger than within the weak-coupling expansion. After introducing rough modelling of the spectral shape, diffusion coefficients down to D ~ 0.5/T appear possible.",https://arxiv.org/abs/1109.3941,https://arxiv.org/pdf/1109.3941v1,raw/arxiv/Q23.xml
Q23,L9,multiscale,scaling,17,0911.3204,v1,Scaling study of the relativistic corrections to the static potential,Yoshiaki Koma; Miho Koma,2009-11-17T05:11:35Z,2009-11-17T05:11:35Z,hep-lat,hep-lat,"The relativistic corrections to the static potential, i.e. the O(1/m) correction, the O(1/m^2) spin-dependent and momentum-dependent corrections are investigated in SU(3) lattice gauge theory. These corrections are relevant ingredients of an effective field theory for heavy quarkonium called potential nonrelativistic QCD. Utilizing the multilevel algorithm for the field strength correlator on the quark-antiquark source, these corrections are determined at the distances ranged from 0.25 to 1.2 fm. A reasonable scaling behavior and long-range nonperturbative contributions are observed.",https://arxiv.org/abs/0911.3204,https://arxiv.org/pdf/0911.3204v1,raw/arxiv/Q23.xml
