arxiv_id,version,title,authors,published,updated,primary_category,categories,abstract,canonical_url,pdf_url,route_ids,families,rounds,raw_files
1710.04435,v1,The equation of state with non-equilibrium methods,Alessandro Nada; Michele Caselle; Marco Panero,2017-10-12T10:23:25Z,2017-10-12T10:23:25Z,hep-lat,hep-lat,"Jarzynski's equality provides an elegant and powerful tool to directly compute differences in free energy in Monte Carlo simulations and it can be readily extended to lattice gauge theories to compute a large set of physically interesting observables. In this talk we present a novel technique to determine the thermodynamics of strongly-interacting matter based on this relation, which allows for a direct and efficient determination of the pressure using out-of-equilibrium Monte Carlo simulations on the lattice. We present results for the equation of state of the $\mathrm{SU}(3)$ Yang-Mills theory in the confined and deconfined phases. Finally, we briefly discuss the generalization of this method for theories with fermions, with particular focus on the equation of state of QCD.",https://arxiv.org/abs/1710.04435,https://arxiv.org/pdf/1710.04435v1,Q12,jarzynski,L3,raw/arxiv/Q12.xml
1710.08839,v1,openQ*D simulation code for QCD+QED,Isabel Campos; Patrick Fritzsch; Martin Hansen; Marina Krstić Marinković; Agostino Patella; Alberto Ramos; Nazario Tantalo,2017-10-24T15:17:29Z,2017-10-24T15:17:29Z,hep-lat,hep-lat,"The openQ*D code for the simulation of QCD+QED with C$^\star$ boundary conditions is presented. This code is based on openQCD-1.6, from which it inherits the core features that ensure its efficiency: the locally-deflated SAP-preconditioned GCR solver, the twisted-mass frequency splitting of the fermion action, the multilevel integrator, the 4th order OMF integrator, the SSE/AVX intrinsics, etc. The photon field is treated as fully dynamical and C$^\star$ boundary conditions can be chosen in the spatial directions. We discuss the main features of openQ*D, and we show basic test results and performance analysis. An alpha version of this code is publicly available and can be downloaded from http://rcstar.web.cern.ch/ .",https://arxiv.org/abs/1710.08839,https://arxiv.org/pdf/1710.08839v1,Q23,multiscale,L9,expansion/raw/arxiv/Q23.xml
1711.01592,v1,Local multiboson factorization of the quark determinant,Marco Cè; Leonardo Giusti; Stefan Schaefer,2017-11-05T14:06:52Z,2017-11-05T14:06:52Z,hep-lat,hep-lat,"We discuss the recently proposed multiboson domain-decomposed factorization of the gauge-field dependence of the fermion determinant in lattice QCD. In particular, we focus on the case of a lattice divided in an arbitrary number of thick time slices. As a consequence, multiple space-time regions can be updated independently. This allows to address the exponential degradation of the signal-to-noise ration of correlation functions with multilevel Monte Carlo sampling. We show numerical evidence of the effectiveness of a two-level integration for pseudoscalar propagators with momentum and for vector propagators, in a two active regions setup. These results are relevant to lattice computation of the hadronic contributions to the anomalous magnetic moment of the muon and to heavy meson decay form factors.",https://arxiv.org/abs/1711.01592,https://arxiv.org/pdf/1711.01592v1,Q23,multiscale,L9,expansion/raw/arxiv/Q23.xml
1801.03110,v2,QCD thermodynamics from lattice calculations with non-equilibrium methods: The SU(3) equation of state,Michele Caselle; Alessandro Nada; Marco Panero,2018-01-09T19:08:41Z,2018-09-21T06:49:06Z,hep-lat,hep-lat;hep-ph;hep-th;nucl-th,"A precise lattice determination of the equation of state in SU(3) Yang-Mills theory is carried out by means of a simulation algorithm, based on Jarzynski's theorem, that allows one to compute physical quantities in thermodynamic equilibrium, by driving the field configurations of the system out of equilibrium. The physical results and the computational efficiency of the algorithm are compared with other state-of-the-art lattice calculations, and the extension to full QCD with dynamical fermions and to other observables is discussed.",https://arxiv.org/abs/1801.03110,https://arxiv.org/pdf/1801.03110v2,Q12,jarzynski,L3,raw/arxiv/Q12.xml
1809.01609,v1,Thermolubricity and the Jarzynski equality,Franco Pellegrini; Emanuele Panizon; Giuseppe Santoro; Erio Tosatti,2018-09-05T16:27:57Z,2018-09-05T16:27:57Z,cond-mat.stat-mech,cond-mat.stat-mech,"We discuss and qualify a previously unnoticed connection between two different phenomena in the physics of nanoscale friction, general in nature and also met in experiments including sliding emu- lations in optical lattices, and protein force spectroscopy. The first is thermolubricity, designating the condition in which a dry nanosized slider can at sufficiently high temperature and low velocity exhibit very small viscous friction f ~ v despite strong corrugations that would commonly imply hard mechanical stick-slip f ~ log(v). The second, apparently unrelated phenomenon present in externally forced nanosystems, is the occurrence of negative work tails (""free lunches"") in the work probabilty distribution, tails whose presence is necessary to fulfil the celebrated Jarzynski equality of non-equilibrium statistical mechanics. Here we prove analytically and demonstrate numerically in the prototypical classical overdamped one-dimensional point slider (Prandtl-Tomlinson) model that the presence or absence of thermolubricity is exactly equivalent to satisfaction or violation of the Jarzynski equality. The divide between the two regimes, satisfaction of Jarzynski with ther- molubricity, and violation of both, simply coincides with the total frictional work per cycle falling below or above kT respectively. This concept can, with due caution, be extended to more complex sliders, thus inviting crosscheck experiments, such as searching for free lunches in cold ion sliding as well as in forced protein unwinding, and alternatively checking for a thermolubric regime in dragged colloid monolayers. As an important byproduct, we derive a parameter-free formula expressing the linear velocity coefficient of frictional dissipated power in the thermolubric viscous regime, correcting previous empirically parametrized expressions.",https://arxiv.org/abs/1809.01609,https://arxiv.org/pdf/1809.01609v1,Q12,jarzynski,L3,raw/arxiv/Q12.xml
1812.09855,v6,Data-taking strategy for the precise measurement of the $W$ boson mass with a threshold scan at circular electron positron colliders,P. X. Shen; P. Azzurri; C. X. Yu; M. Boonekamp; C. M. Kuo; P. Z. Lai; B. Li; G. Li; H. N. Li; Z. J. Liang; B. Liu; J. M. Qian; L. S. Shi,2018-12-24T07:46:27Z,2020-01-10T16:48:22Z,hep-ex,hep-ex;hep-ph,"Circular electron positron colliders, such as the CEPC and FCC-ee, have been proposed to measure Higgs boson properties precisely, test the Standard Model, search for physics beyond the Standard Model, and so on. One of the important goals of these colliders is to measure the $W$ boson mass with great precision by taking data around the $W$-pair production threshold. In this paper, the data-taking scheme is investigated to maximize the achievable precisions of the $W$ boson mass and width with a threshold scan, when various systematic uncertainties are taken into account. The study shows that an optimal and realistic data-taking scheme is to collect data at three center-of-mass energies and that precisions of 1.0 MeV and 3.4 MeV can be achieved for the mass and width of the $W$ boson, respectively, with a total integrated luminosity of $\mathcal{L}=3.2$~\mbox{ab}$^{-1}$ and several assumptions of the systematic uncertainty sources.",https://arxiv.org/abs/1812.09855,https://arxiv.org/pdf/1812.09855v6,Q13,author,L3,raw/arxiv/Q13.xml
1904.12072,v3,Flow-based generative models for Markov chain Monte Carlo in lattice field theory,M. S. Albergo; G. Kanwar; P. E. Shanahan,2019-04-26T23:30:09Z,2019-09-09T17:53:37Z,hep-lat,hep-lat;cond-mat.dis-nn;cond-mat.stat-mech;cs.LG,"A Markov chain update scheme using a machine-learned flow-based generative model is proposed for Monte Carlo sampling in lattice field theories. The generative model may be optimized (trained) to produce samples from a distribution approximating the desired Boltzmann distribution determined by the lattice action of the theory being studied. Training the model systematically improves autocorrelation times in the Markov chain, even in regions of parameter space where standard Markov chain Monte Carlo algorithms exhibit critical slowing down in producing decorrelated updates. Moreover, the model may be trained without existing samples from the desired distribution. The algorithm is compared with HMC and local Metropolis sampling for $φ^4$ theory in two dimensions.",https://arxiv.org/abs/1904.12072,https://arxiv.org/pdf/1904.12072v3,P05,root_reference_hypothesis,L1,raw/arxiv/P05.xml
1908.10388,v3,Singletons for Simpletons: Revisiting Windowed Backoff using Chernoff Bounds,Qian M. Zhou; Alice Calvert; Maxwell Young,2019-08-27T18:17:24Z,2022-01-29T20:25:07Z,cs.DC,cs.DC;cs.DM;cs.DS,"Backoff algorithms are used in many distributed systems where multiple devices contend for a shared resource. For the classic balls-into-bins problem, the number of singletons -- those bins with a single ball -- is important to the analysis of several backoff algorithms; however, existing analyses employ advanced probabilistic tools to obtain concentration bounds. Here, we show that standard Chernoff bounds can be used instead, and the simplicity of this approach is illustrated by re-analyzing some well-known backoff algorithms.",https://arxiv.org/abs/1908.10388,https://arxiv.org/pdf/1908.10388v3,Q13,author,L3,raw/arxiv/Q13.xml
1910.12222,v1,f-SAEM: A fast Stochastic Approximation of the EM algorithm for nonlinear mixed effects models,Belhal Karimi; Marc Lavielle; Eric Moulines,2019-10-27T09:56:54Z,2019-10-27T09:56:54Z,stat.ME,stat.ME;stat.AP,"The ability to generate samples of the random effects from their conditional distributions is fundamental for inference in mixed effects models. Random walk Metropolis is widely used to perform such sampling, but this method is known to converge slowly for medium dimensional problems, or when the joint structure of the distributions to sample is spatially heterogeneous. The main contribution consists of an independent Metropolis-Hastings (MH) algorithm based on a multidimensional Gaussian proposal that takes into account the joint conditional distribution of the random effects and does not require any tuning. Indeed, this distribution is automatically obtained thanks to a Laplace approximation of the incomplete data model. Such approximation is shown to be equivalent to linearizing the structural model in the case of continuous data. Numerical experiments based on simulated and real data illustrate the performance of the proposed methods. For fitting nonlinear mixed effects models, the suggested MH algorithm is efficiently combined with a stochastic approximation version of the EM algorithm for maximum likelihood estimation of the global parameters.",https://arxiv.org/abs/1910.12222,https://arxiv.org/pdf/1910.12222v1,Q17,correction,L4,raw/arxiv/Q17.xml
1911.02351,v1,Full $\mathcal{O}(a)$ improvement of EQCD,Guy D. Moore; Niels Schlusser,2019-11-06T13:04:55Z,2019-11-06T13:04:55Z,hep-lat,hep-lat;hep-ph,"EQCD is a 3D bosonic theory containing SU(3) and an adjoint scalar, which efficiently describes the infrared, nonperturbative sector of hot QCD and which is highly amenable to lattice study. We improve the matching between lattice and continuum EQCD by determining the final unknown coefficient in the $\mathcal{O}(a)$ matching, an additive scalar mass renormalization. We do this numerically by using the symmetry-breaking phase transition line of EQCD as a line of constant physics. This prepares the ground for a precision study of the transverse momentum diffusion coefficient $C(q_\perp)$ within this theory.",https://arxiv.org/abs/1911.02351,https://arxiv.org/pdf/1911.02351v1,Q10,diffusion,L2,raw/arxiv/Q10.xml
1911.03290,v1,Static force from the lattice,Nora Brambilla; Viljami Leino; Owe Philipsen; Christian Reisinger; Antonio Vairo; Marc Wagner,2019-11-08T14:40:27Z,2019-11-08T14:40:27Z,hep-lat,hep-lat;hep-ph,"We present a novel approach to compute the force between a static quark and a static antiquark from lattice gauge theory directly, rather than extracting it from the static energy. We explore this approach for SU(3) pure gauge theory using the multilevel algorithm and smeared operators.",https://arxiv.org/abs/1911.03290,https://arxiv.org/pdf/1911.03290v1,Q23,multiscale,L9,expansion/raw/arxiv/Q23.xml
1912.00689,v2,Heavy quark momentum diffusion coefficient from the lattice,Nora Brambilla; Viljami Leino; Peter Petreczky; Antonio vairo,2019-12-02T11:31:36Z,2019-12-05T11:24:44Z,hep-lat,hep-lat;hep-ph;nucl-th,"We report progress towards computing the heavy quark momentum diffusion coefficient from the lattice correlator of two chromoelectric fields attached to a Polyakov loop in pure SU(3) gauge theory. Using a multilevel algorithm and tree-level improvement, we study the behavior of the diffusion coefficient as a function of temperature in the wide range $1.1 < T/Tc < 10^4$.",https://arxiv.org/abs/1912.00689,https://arxiv.org/pdf/1912.00689v2,Q10;Q23,diffusion;multiscale,L2;L9,expansion/raw/arxiv/Q23.xml;raw/arxiv/Q10.xml
1912.11248,v2,Color-electric correlation functions under gradient flow,Luis Altenkort; Olaf Kaczmarek; Lukas Mazur; Hai-Tao Shu,2019-12-24T08:45:12Z,2019-12-27T19:37:48Z,hep-lat,hep-lat,"We report on the progress of our study on the color-electric correlation functions under gradient flow on the lattice. This calculation is the first step of our long-term project to estimate a series of important transport coefficients, of which the heavy quark momentum diffusion coefficient is our first attempt, as it can be extracted from a color-electric correlation function that has been calculated non-perturbatively using noise reduction technique in the quenched approximation [1]. By comparing the flowed correlation function with those obtained by other signal-improving techniques, for instance the multi-level algorithm used in [1], one can gain insight into the applicability of the gradient flow and the renormalization of the correlation functions. We start with quenched, isotropic lattices. Currently we have finished measuring the color-electric correlation functions on 4 different lattices with $β$-values corresponding to a temperature of $T\approx 1.5T_c$. We perform a continuum extrapolation on the flowed correlators at fixed physical flow times followed by an extrapolation of the continuum estimate back to zero flow time. The next step is to extend the study to different temperatures and to extend the study to dynamical QCD.",https://arxiv.org/abs/1912.11248,https://arxiv.org/pdf/1912.11248v2,Q10,diffusion,L2,raw/arxiv/Q10.xml
2001.04415,v1,Mesonic correlators at non-zero baryon chemical potential,G. Aarts; C. Allton; D. De Boni; J. Glesaaen; S. Hands; B. Jäger; A. A. Nikolaev; J. -I. Skullerud; L. -K. Wu,2020-01-13T17:32:45Z,2020-01-13T17:32:45Z,hep-lat,hep-lat;hep-ph,"In order to study the fate of mesons in thermal QCD at finite baryon chemical potential, we consider light mesonic correlation functions using the Taylor expansion to ${\cal O}((μ/T)^2)$, in both the hadronic and quark-gluon plasma phases. We use the FASTSUM anisotropic fixed-scale lattices with $N_f = 2+1$ flavours of Wilson fermion. We find that mesonic correlators are sensitive to finite-density corrections and that the second-order terms indicate the chiral crossover in the vector and axial-vector channels.",https://arxiv.org/abs/2001.04415,https://arxiv.org/pdf/2001.04415v1,Q14,author,L3,raw/arxiv/Q14.xml
2003.06413,v1,Equivariant flow-based sampling for lattice gauge theory,Gurtej Kanwar; Michael S. Albergo; Denis Boyda; Kyle Cranmer; Daniel C. Hackett; Sébastien Racanière; Danilo Jimenez Rezende; Phiala E. Shanahan,2020-03-13T17:54:05Z,2020-03-13T17:54:05Z,hep-lat,hep-lat;cond-mat.stat-mech;cs.LG,"We define a class of machine-learned flow-based sampling algorithms for lattice gauge theories that are gauge-invariant by construction. We demonstrate the application of this framework to U(1) gauge theory in two spacetime dimensions, and find that near critical points in parameter space the approach is orders of magnitude more efficient at sampling topological quantities than more traditional sampling procedures such as Hybrid Monte Carlo and Heat Bath.",https://arxiv.org/abs/2003.06413,https://arxiv.org/pdf/2003.06413v1,P06,root_reference_hypothesis,L1,raw/arxiv/P06.xml
2007.04188,v1,Properties of the QCD thermal transition with $N_f=2+1$ flavours of Wilson quark,G. Aarts; C. Allton; J. Glesaaen; S. Hands; B. Jäger; S. Kim; M. P. Lombardo; A. A. Nikolaev; S. M. Ryan; J. -I. Skullerud; L. -K. Wu,2020-07-08T15:28:48Z,2020-07-08T15:28:48Z,hep-lat,hep-lat;hep-ph;nucl-th,"We study properties of the thermal transition in QCD, using anisotropic, fixed-scale lattice simulations with $N_f = 2+1$ flavours of Wilson fermion. Observables are compared for two values of the pion mass, focusing on chiral properties. Results are presented for the Polyakov loop, various susceptibilities, the chiral condensate and its susceptibility, and the onset of parity doubling in the light and strange baryonic sector.",https://arxiv.org/abs/2007.04188,https://arxiv.org/pdf/2007.04188v1,Q14,author,L3,raw/arxiv/Q14.xml
2008.04485,v3,Grain refinement of stainless steel in ultrasound-assisted additive manufacturing,C. J. Todaro; M. A. Easton; D. Qiu; M. Brandt; D. H. StJohn; M. Qian,2020-08-11T02:36:36Z,2020-10-07T07:16:21Z,physics.app-ph,physics.app-ph;cond-mat.mtrl-sci,"Metals and alloys fabricated by fusion-based additive manufacturing (AM), or 3D printing, undergo complex dynamics of melting and solidification, presenting challenges to the effective control of grain structure. Herein, we report on the use of high-intensity ultrasound that controls the process of solidification during AM of 316L stainless steel. We find that the use of ultrasound favours the columnar-to-equiaxed transition, promoting the formation of fine equiaxed grains with random crystallographic texture. Moreover, the use of ultrasound increases the number density of grains from 305 mm-2 to 2748 mm-2 despite an associated decrease in cooling rate and temperature gradient in the melt pool during AM. Our assessment of the relationship between grain size and cooling rate indicates that the formation of crystallites during AM is enhanced by ultrasound. Furthermore, the use of ultrasound increases the amount of constitutional supercooling during solidification by lowering the temperature gradient in the bulk of the melt pool, thus creating an environment that favours nucleation, growth, and survival of grains. This new understanding provides opportunities to better exploit ultrasound to control grain structure in AM-fabricated metal products.",https://arxiv.org/abs/2008.04485,https://arxiv.org/pdf/2008.04485v3,Q13,author,L3,raw/arxiv/Q13.xml
2008.12216,v1,Hybrid static potentials in SU(2) lattice gauge theory at short quark-antiquark separations,Carolin Riehl; Marc Wagner,2020-08-27T16:14:10Z,2020-08-27T16:14:10Z,hep-lat,hep-lat;hep-ph,"We compute hybrid static potentials in SU(2) lattice gauge theory using a multilevel algorithm and three different small lattice spacings. The resulting static potentials, which are valid for quark-antiquark separations as small as 0.05 fm, are important e.g. when computing masses of heavy hybrid mesons in the Born-Oppenheimer approximation. We also discuss and exclude possible systematic errors from topological freezing, the finite lattice volume and glueball decays.",https://arxiv.org/abs/2008.12216,https://arxiv.org/pdf/2008.12216v1,Q23,multiscale,L9,expansion/raw/arxiv/Q23.xml
2008.13437,v1,Equilibrium Equality for Free Energy Difference,Weitao Chen,2020-08-31T08:56:37Z,2020-08-31T08:56:37Z,cond-mat.stat-mech,cond-mat.stat-mech,"Jarzynski Equality (JE) and the thermodynamic integration method are conventional methods to calculate free energy difference (FED) between two equilibrium states with constant temperature of a system. However, a number of ensemble samples should be generated to reach high accuracy for a system with large size, which consumes a lot computational resource. Previous work had tried to replace the non-equilibrium quantities with equilibrium quantities in JE by introducing a virtual integrable system and it had promoted the efficiency in calculating FED between different equilibrium states with constant temperature. To overcome the downside that the FED for two equilibrium states with different temperature can't be calculated efficiently in previous work, this article derives out the Equilibrium Equality for FED between any two different equilibrium states by deriving out the equality for FED between states with different temperatures and then combining the equality for FED between states with different volumes. The equality presented in this article expresses FED between any two equilibrium states as an ensemble average in one equilibrium state, which enable the FED between any two equilibrium states can be determined by generating only one canonical ensemble and thus the samples needed are dramatically less and the efficiency is promoted a lot. Plus, the effectiveness and efficiency of the equality are examined in Toda-Lattice model with different dimensions.",https://arxiv.org/abs/2008.13437,https://arxiv.org/pdf/2008.13437v1,Q12,jarzynski,L3,raw/arxiv/Q12.xml
2010.09822,v2,"Is the new model better? One metric says yes, but the other says no. Which metric do I use?",Qian M. Zhou; Zhe Lu; Russell J. Brooke; Melissa M Hudson; Yan Yuan,2020-10-19T20:00:45Z,2020-12-15T16:54:55Z,stat.ME,stat.ME,"Incremental value (IncV) evaluates the performance change from an existing risk model to a new model. It is one of the key considerations in deciding whether a new risk model performs better than the existing one. Problems arise when different IncV metrics contradict each other. For example, compared with a prescribed-dose model, an ovarian-dose model for predicting acute ovarian failure has a slightly lower area under the receiver operating characteristic curve (AUC) but increases the area under the precision-recall curve (AP) by 48%. This phenomenon of conflicting conclusions is not uncommon, and it creates a dilemma in medical decision making. In this article, we examine the analytical connections and differences between two IncV metrics: IncV in AUC (IncV-AUC) and IncV in AP (IncV-AP). Additionally, since they are both semi-proper scoring rules, we compare them with a strictly proper scoring rule: the IncV of the scaled Brier score (IncV-sBrS), via a numerical study. We demonstrate that both IncV-AUC and IncV-AP are weighted averages of the changes (from the existing model to the new one) in separating the risk score distributions between events and non-events. However, IncV-AP assigns heavier weights to the changes in the high-risk group, whereas IncV-AUC weights the changes equally. In the numerical study, we find that IncV-AP has a wide range, from negative to positive, but the size of IncV-AUC is much smaller. In addition, IncV-AP and IncV-sBr Sare highly consistent, but IncV-AUC is negatively correlated with IncV-sBrS and IncV-AP at a low event rate. IncV-AUC and IncV-AP are the least consistent among the three pairs, and their differences are more pronounced as the event rate decreases.",https://arxiv.org/abs/2010.09822,https://arxiv.org/pdf/2010.09822v2,Q13,author,L3,raw/arxiv/Q13.xml
2101.08176,v3,Introduction to Normalizing Flows for Lattice Field Theory,Michael S. Albergo; Denis Boyda; Daniel C. Hackett; Gurtej Kanwar; Kyle Cranmer; Sébastien Racanière; Danilo Jimenez Rezende; Phiala E. Shanahan,2021-01-20T15:16:28Z,2021-08-06T14:14:21Z,hep-lat,hep-lat;cond-mat.stat-mech;cs.LG,"This notebook tutorial demonstrates a method for sampling Boltzmann distributions of lattice field theories using a class of machine learning models known as normalizing flows. The ideas and approaches proposed in arXiv:1904.12072, arXiv:2002.02428, and arXiv:2003.06413 are reviewed and a concrete implementation of the framework is presented. We apply this framework to a lattice scalar field theory and to U(1) gauge theory, explicitly encoding gauge symmetries in the flow-based approach to the latter. This presentation is intended to be interactive and working with the attached Jupyter notebook is recommended.",https://arxiv.org/abs/2101.08176,https://arxiv.org/pdf/2101.08176v3,P07,root_reference_hypothesis,L1,raw/arxiv/P07.xml
2104.02665,v1,A new weighting method when not all the events are selected as cases in a nested case-control study,Qian M. Zhou; Xuan Wang; Yingye Zheng; Tianxi Cai,2021-04-06T16:53:59Z,2021-04-06T16:53:59Z,stat.ME,stat.ME,"Nested case-control (NCC) is a sampling method widely used for developing and evaluating risk models with expensive biomarkers on large prospective cohort studies. The biomarker values are typically obtained on a sub-cohort, consisting of all the events and a subset of non-events. However, when the number of events is not small, it might not be affordable to measure the biomarkers on all of them. Due to the costs and limited availability of bio-specimens, only a subset of events is selected to the sub-cohort as cases. For these ""untypical"" NCC studies, we propose a new weighting method for the inverse probability weighted (IPW) estimation. We also design a perturbation method to estimate the variance of the IPW estimator with our new weights. It accounts for between-subject correlations induced by the sampling processes for both cases and controls through perturbing their sampling indicator variables, and thus, captures all the variations. Furthermore, we demonstrate, analytically and numerically, that when cases consist of only a subset of events, our new weight produces more efficient IPW estimators than the weight proposed in Samuelsen (1997) for a standard NCC design. We illustrate the estimating procedure with a study that aims to evaluate a biomarker-based risk prediction model using the Framingham cohort study.",https://arxiv.org/abs/2104.02665,https://arxiv.org/pdf/2104.02665v1,Q13,author,L3,raw/arxiv/Q13.xml
2105.01039,v2,A Metropolized adaptive subspace algorithm for high-dimensional Bayesian variable selection,Christian Staerk; Maria Kateri; Ioannis Ntzoufras,2021-05-03T17:37:46Z,2022-07-07T12:07:19Z,stat.ME,stat.ME;stat.CO,"A simple and efficient adaptive Markov Chain Monte Carlo (MCMC) method, called the Metropolized Adaptive Subspace (MAdaSub) algorithm, is proposed for sampling from high-dimensional posterior model distributions in Bayesian variable selection. The MAdaSub algorithm is based on an independent Metropolis-Hastings sampler, where the individual proposal probabilities of the explanatory variables are updated after each iteration using a form of Bayesian adaptive learning, in a way that they finally converge to the respective covariates' posterior inclusion probabilities. We prove the ergodicity of the algorithm and present a parallel version of MAdaSub with an adaptation scheme for the proposal probabilities based on the combination of information from multiple chains. The effectiveness of the algorithm is demonstrated via various simulated and real data examples, including a high-dimensional problem with more than 20,000 covariates.",https://arxiv.org/abs/2105.01039,https://arxiv.org/pdf/2105.01039v2,Q17,correction,L4,raw/arxiv/Q17.xml
2105.06886,v2,Long-range Ising interactions mediated by $λφ^4$ fields: probing the renormalisation of sound in crystals of trapped ions,G. Martín-Vázquez; G. Aarts; M. Müller; A. Bermudez,2021-05-14T15:16:27Z,2021-06-02T15:20:10Z,quant-ph,quant-ph;cond-mat.mes-hall;cond-mat.quant-gas;hep-lat,"The generating functional of a self-interacting scalar quantum field theory (QFT), which contains all the relevant information about real-time dynamics and scattering experiments, can be mapped onto a collection of multipartite-entangled two-level sensors via an interferometric protocol that exploits a specific set of source functions. Although one typically focuses on impulsive delta-like sources, as these give direct access to $n$-point Feynman propagators, we show in this work that using always-on harmonic sources can simplify substantially the sensing protocol. In a specific regime, the effective real-time dynamics of the quantum sensors can be described by a quantum Ising model with long-range couplings, the range and strength of which contains all the relevant information about the renormalisation of the QFT, which can now be extracted in the absence of multi-partite entanglement. We present a detailed analysis of how this sensing protocol can be relevant to characterise the long-wavelength QFT that describes quantised sound waves of trapped-ion crystals in the vicinity of a structural phase transition, opening a new route to characterise the associated renormalisation of sound.",https://arxiv.org/abs/2105.06886,https://arxiv.org/pdf/2105.06886v2,Q14,author,L3,raw/arxiv/Q14.xml
2108.13444,v1,Calculation of the running coupling in non-Abelian gauge theories from Jarzynski's equality,Olmo Francesconi; Marco Panero; David Preti,2021-08-30T18:01:48Z,2021-08-30T18:01:48Z,hep-lat,hep-lat;cond-mat.stat-mech,"We discuss the theoretical foundations of non-equilibrium Monte Carlo simulations based on Jarzynski's equality and present, as an example of application, the determination of the running coupling in the Schrödinger-functional scheme.",https://arxiv.org/abs/2108.13444,https://arxiv.org/pdf/2108.13444v1,Q12,jarzynski,L3,raw/arxiv/Q12.xml
2109.09782,v2,Information matrix equivalence in the presence of censoring: A goodness-of-fit test for semiparametric copula models with multivariate survival data,Qian M. Zhou,2021-09-20T18:20:35Z,2023-07-23T17:44:38Z,stat.ME,stat.ME,"Various goodness-of-fit tests are designed based on the so-called information matrix equivalence: if the assumed model is correctly specified, two information matrices that are derived from the likelihood function are equivalent. In the literature, this principle has been established for the likelihood function with fully observed data, but it has not been verified under the likelihood for censored data. In this manuscript, we prove the information matrix equivalence in the framework of semiparametric copula models for multivariate censored survival data. Based on this equivalence, we propose an information ratio (IR) test for the specification of the copula function. The IR statistic is constructed via comparing consistent estimates of the two information matrices. We derive the asymptotic distribution of the IR statistic and propose a parametric bootstrap procedure for the finite-sample $P$-value calculation. The performance of the IR test is investigated via a simulation study and a real data example.",https://arxiv.org/abs/2109.09782,https://arxiv.org/pdf/2109.09782v2,Q13,author,L3,raw/arxiv/Q13.xml
2110.08424,v2,Deep learning-based detection of intravenous contrast in computed tomography scans,Zezhong Ye; Jack M. Qian; Ahmed Hosny; Roman Zeleznik; Deborah Plana; Jirapat Likitlersuang; Zhongyi Zhang; Raymond H. Mak; Hugo J. W. L. Aerts; Benjamin H. Kann,2021-10-16T00:46:45Z,2021-10-19T23:43:41Z,eess.IV,eess.IV;cs.CV;cs.LG,"Purpose: Identifying intravenous (IV) contrast use within CT scans is a key component of data curation for model development and testing. Currently, IV contrast is poorly documented in imaging metadata and necessitates manual correction and annotation by clinician experts, presenting a major barrier to imaging analyses and algorithm deployment. We sought to develop and validate a convolutional neural network (CNN)-based deep learning (DL) platform to identify IV contrast within CT scans. Methods: For model development and evaluation, we used independent datasets of CT scans of head, neck (HN) and lung cancer patients, totaling 133,480 axial 2D scan slices from 1,979 CT scans manually annotated for contrast presence by clinical experts. Five different DL models were adopted and trained in HN training datasets for slice-level contrast detection. Model performances were evaluated on a hold-out set and on an independent validation set from another institution. DL models was then fine-tuned on chest CT data and externally validated on a separate chest CT dataset. Results: Initial DICOM metadata tags for IV contrast were missing or erroneous in 1,496 scans (75.6%). The EfficientNetB4-based model showed the best overall detection performance. For HN scans, AUC was 0.996 in the internal validation set (n = 216) and 1.0 in the external validation set (n = 595). The fine-tuned model on chest CTs yielded an AUC: 1.0 for the internal validation set (n = 53), and AUC: 0.980 for the external validation set (n = 402). Conclusion: The DL model could accurately detect IV contrast in both HN and chest CT scans with near-perfect performance.",https://arxiv.org/abs/2110.08424,https://arxiv.org/pdf/2110.08424v2,Q13,author,L3,raw/arxiv/Q13.xml
