arxiv_id,version,title,authors,published,updated,primary_category,categories,abstract,canonical_url,pdf_url,route_ids,families,rounds,raw_files
2409.18861,v2,Sampling SU(3) pure gauge theory with Stochastic Normalizing Flows,Andrea Bulgarelli; Elia Cellini; Alessandro Nada,2024-09-27T15:55:22Z,2024-10-04T13:57:13Z,hep-lat,hep-lat,"Non-equilibrium Monte Carlo simulations based on Jarzynski's equality are a well-understood method to compute differences in free energy and also to sample from a target probability distribution without the need to thermalize the system under study. In each evolution, the system starts from a given base distribution at equilibrium and it is gradually driven out-of-equilibrium while evolving towards the target parameters. If the target distribution suffers from long autocorrelation times, this approach represents a promising candidate to mitigate critical slowing down. Out-of-equilibrium evolutions are conceptually similar to Normalizing Flows and they can be combined into a recently-developed architecture called Stochastic Normalizing Flows (SNFs). In this contribution we first focus on the promising scaling with the volume guaranteed by the purely stochastic approach in the $\mathrm{SU}(3)$ lattice gauge theory in 4 dimensions; then, we define an SNF by introducing gauge-equivariant layers between the out-of-equilibrium Monte Carlo updates, and we analyse the improvement obtained as well as the inherited scaling with the volume. Finally, we discuss how this approach can be systematically improved and how simulations of lattice gauge theories in four dimensions for large volumes and close to criticality can be realistically achieved.",https://arxiv.org/abs/2409.18861,https://arxiv.org/pdf/2409.18861v2,Q05;Q06;Q12;Q16,evaluation;jarzynski;normalizing_flow;stochastic_flow,L1;L2;L3;L4,raw/arxiv/Q05.xml;raw/arxiv/Q06.xml;raw/arxiv/Q12.xml;raw/arxiv/Q16.xml
2410.02711,v3,NETS: A Non-Equilibrium Transport Sampler,Michael S. Albergo; Eric Vanden-Eijnden,2024-10-03T17:35:38Z,2025-01-12T17:05:16Z,cs.LG,cs.LG;cond-mat.stat-mech;hep-lat,"We propose an algorithm, termed the Non-Equilibrium Transport Sampler (NETS), to sample from unnormalized probability distributions. NETS can be viewed as a variant of annealed importance sampling (AIS) based on Jarzynski's equality, in which the stochastic differential equation used to perform the non-equilibrium sampling is augmented with an additional learned drift term that lowers the impact of the unbiasing weights used in AIS. We show that this drift is the minimizer of a variety of objective functions, which can all be estimated in an unbiased fashion without backpropagating through solutions of the stochastic differential equations governing the sampling. We also prove that some these objectives control the Kullback-Leibler divergence of the estimated distribution from its target. NETS is shown to be unbiased and, in addition, has a tunable diffusion coefficient which can be adjusted post-training to maximize the effective sample size. We demonstrate the efficacy of the method on standard benchmarks, high-dimensional Gaussian mixture distributions, and a model from statistical lattice field theory, for which it surpasses the performances of related work and existing baselines.",https://arxiv.org/abs/2410.02711,https://arxiv.org/pdf/2410.02711v3,Q10;Q12,diffusion;jarzynski,L2;L3,raw/arxiv/Q10.xml;raw/arxiv/Q12.xml
2410.10810,v1,Local and Global Decoding in Text Generation,Daniel Gareev; Thomas Hofmann; Ezhilmathi Krishnasamy; Tiago Pimentel,2024-10-14T17:59:38Z,2024-10-14T17:59:38Z,cs.CL,cs.CL,"Text generation, a key component in applications such as dialogue systems, relies on decoding algorithms that sample strings from a language model distribution. Traditional methods, such as top-$k$ and top-$π$, apply local normalisation to the model's output distribution, which can distort it. In this paper, we investigate the effect of this distortion by introducing globally-normalised versions of these decoding methods. Additionally, we propose an independent Metropolis-Hastings algorithm to approximate sampling from globally-normalised distributions without explicitly computing them. Our empirical analysis compares the performance of local and global normalisation across two decoding algorithms (top-$k$ and top-$π$) with various hyperparameters, using Pythia language models. Results show that, in most configurations, global decoding performs worse than the local decoding version of the same algorithms -- despite preserving the distribution's integrity. Our results suggest that distortion is an important feature of local decoding algorithms.",https://arxiv.org/abs/2410.10810,https://arxiv.org/pdf/2410.10810v1,Q17,correction,L4,raw/arxiv/Q17.xml
2410.13161,v2,Non-Perturbative Trivializing Flows for Lattice Gauge Theories,Mathis Gerdes; Pim de Haan; Roberto Bondesan; Miranda C. N. Cheng,2024-10-17T02:30:44Z,2025-12-19T12:40:33Z,hep-lat,hep-lat;cond-mat.stat-mech;cs.LG;hep-th,"Continuous normalizing flows are known to be highly expressive and flexible, which allows for easier incorporation of large symmetries and makes them a powerful computational tool for lattice field theories. Building on previous work, we present a general continuous normalizing flow architecture for matrix Lie groups that is equivariant under group transformations. We apply this to lattice gauge theories in two dimensions as a proof of principle and demonstrate competitive performance, showing its potential as a tool for future lattice computations.",https://arxiv.org/abs/2410.13161,https://arxiv.org/pdf/2410.13161v2,Q05,normalizing_flow,L1,raw/arxiv/Q05.xml
2410.19578,v2,Temporal reversibility of reactive systems out of equilibrium: Molecular dynamics simulation,O. Politano; Alejandro L. Garcia; F. Baras; M. Malek Mansour,2024-10-25T14:16:34Z,2025-01-29T17:51:43Z,cond-mat.stat-mech,cond-mat.stat-mech;physics.chem-ph,"The second law of thermodynamics states that entropy production in macroscopic systems is non-negative, reaching zero only at thermodynamic equilibrium. As a corollary, this implies that the state trajectory of macroscopic systems is inherently time-irreversible under out-of-equilibrium conditions. However, over the past half-century, various studies have shown that this principle does not universally apply to the composition sample paths of certain isothermal reactive systems. Theoretical frameworks leading to this surprising observation primarily focus on perfectly homogeneous systems (often referred to as zero-dimensional systems), which inherently exclude the effects of local fluctuations. This oversimplification may account for the paradoxical theoretical predictions. In the absence of relevant experimental data, this paper seeks to explore this phenomenon through microscopic simulations.",https://arxiv.org/abs/2410.19578,https://arxiv.org/pdf/2410.19578v2,Q09,entropy_production,L2,raw/arxiv/Q09.xml
2410.21212,v2,On learning higher-order cumulants in diffusion models,Gert Aarts; Diaa E. Habibi; Lingxiao Wang; Kai Zhou,2024-10-28T16:57:02Z,2025-03-27T09:59:55Z,hep-lat,hep-lat;cond-mat.dis-nn;cs.LG,"To analyse how diffusion models learn correlations beyond Gaussian ones, we study the behaviour of higher-order cumulants, or connected n-point functions, under both the forward and backward process. We derive explicit expressions for the moment- and cumulant-generating functionals, in terms of the distribution of the initial data and properties of forward process. It is shown analytically that during the forward process higher-order cumulants are conserved in models without a drift, such as the variance-expanding scheme, and that therefore the endpoint of the forward process maintains nontrivial correlations. We demonstrate that since these correlations are encoded in the score function, higher-order cumulants are learnt in the backward process, also when starting from a normal prior. We confirm our analytical results in an exactly solvable toy model with nonzero cumulants and in scalar lattice field theory.",https://arxiv.org/abs/2410.21212,https://arxiv.org/pdf/2410.21212v2,Q10,diffusion,L2,raw/arxiv/Q10.xml
2411.00620,v2,Topological susceptibility of $\mathrm{SU}(3)$ pure-gauge theory from out-of-equilibrium simulations,Claudio Bonanno; Alessandro Nada; Davide Vadacchino,2024-11-01T14:26:38Z,2024-11-25T09:51:51Z,hep-lat,hep-lat,"In \textit{JHEP} \textbf{04} (2024) 126 [arXiv:2402.06561] we recently proposed an out-of-equilibrium setup to reduce the large auto-correlations of the topological charge in two-dimensional $\mathrm{CP}^{N-1}$ models. Our proposal consists of performing open-boundaries simulations at equilibrium, and gradually switching on periodic boundary conditions out-of-equilibrium. Our setup allows to exploit the reduced auto-correlations achieved with open boundaries, avoiding at the same time unphysical boundary effects thanks to a Jarzynski-inspired reweighting-like procedure. We present preliminary results obtained applying this setup to the $4d$ $\mathrm{SU}(3)$ pure-gauge theory and we outline a computational strategy to mitigate topological freezing in this theory.",https://arxiv.org/abs/2411.00620,https://arxiv.org/pdf/2411.00620v2,Q12,jarzynski,L3,raw/arxiv/Q12.xml
2411.05092,v1,Towards quantum computing Feynman diagrams in hybrid qubit-oscillator devices,S. Varona; S. Saner; O. Băzăvan; G. Araneda; G. Aarts; A. Bermudez,2024-11-07T19:17:00Z,2024-11-07T19:17:00Z,quant-ph,quant-ph;cond-mat.quant-gas;hep-lat,"We show that recent experiments in hybrid qubit-oscillator devices that measure the phase-space characteristic function of the oscillator via the qubit can be seen through the lens of functional calculus and path integrals, drawing a clear analogy with the generating functional of a quantum field theory. This connection suggests an expansion of the characteristic function in terms of Feynman diagrams, exposing the role of the real-time bosonic propagator, and identifying the external source functions with certain time-dependent couplings that can be controlled experimentally. By applying maximum-likelihood techniques, we show that the ``measurement'' of these Feynman diagrams can be reformulated as a problem of multi-parameter point estimation that takes as input a set of Ramsey-type measurements of the qubit. By numerical simulations that consider leading imperfections in trapped-ion devices, we identify the optimal regimes in which Feynman diagrams could be reconstructed from measured data with low systematic and stochastic errors. We discuss how these ideas can be generalized to finite temperatures via the Schwinger-Keldysh formalism, contributing to a bottom-up approach to probe quantum simulators of lattice field theories by systematically increasing the qubit-oscillator number.",https://arxiv.org/abs/2411.05092,https://arxiv.org/pdf/2411.05092v1,Q14,author,L3,raw/arxiv/Q14.xml
2411.09514,v3,On importance sampling and independent Metropolis-Hastings with an unbounded weight function,George Deligiannidis; Pierre E. Jacob; El Mahdi Khribch; Guanyang Wang,2024-11-14T15:26:53Z,2026-07-02T07:42:24Z,math.ST,math.ST;stat.ME,"Importance sampling and independent Metropolis-Hastings are among the fundamental building blocks of Monte Carlo methods. Both require a proposal distribution that globally approximates the target distribution, and pointwise evaluation of the Radon-Nikodym derivative of the target distribution relative to the proposal, also called the weight function. We study the bias of importance sampling and independent Metropolis-Hastings, without assuming that the weight function is bounded. We show that the common random numbers coupling of independent Metropolis-Hastings is maximal. Using that coupling, we derive polynomial bounds on the total variation distance of the chain to its target distribution. We further consider bias removal techniques using couplings, and provide conditions under which the resulting unbiased estimators have finite moments, and under which their efficiency is comparable to that of importance sampling. Experiments illustrate unbiased estimators of the inverse of a normalizing constant, estimators of nested expectations, and combination of importance sampling with robust mean estimation methods.",https://arxiv.org/abs/2411.09514,https://arxiv.org/pdf/2411.09514v3,Q17,correction,L4,raw/arxiv/Q17.xml
2411.15544,v1,Stochastic calculus of run-and-tumble motion: an applied perspective,Paul C Bressloff,2024-11-23T12:48:02Z,2024-11-23T12:48:02Z,cond-mat.stat-mech,cond-mat.stat-mech,"The run-and-tumble particle (RTP) is one of the simplest examples of an active particle in which the direction of constant motion randomly switches. In the one-dimensional (1D) case this means switching between rightward and leftward velocities. Most theoretical studies of RTPs are based on the analysis of the Chapman-Kolmogorov (CK) differential equation describing the evolution of the joint probability densities for particle position and velocity state. In this paper we develop an alternative, probabilistic framework of 1D RTP motion based on the stochastic calculus of Poisson and diffusion processes. In particular, we show how a generalisation of Itô's lemma provides a direct link between sample paths of an RTP and the underlying CK equation. This allows us to incorporate various non-trivial extensions in a systematic fashion, including stochastic resetting and partially absorbing sticky boundaries. The velocity switching process and resetting process are represented by a pair of independent Poisson processes, whereas a sticky boundary is modelled using a boundary layer. We then use the probabilistic formulation to calculate stochastic entropy production along individual trajectories of an RTP, and show how the corresponding Gibbs-Shannon entropy is recovered by averaging over the ensemble of sample paths. Finally, we extend the probabilistic framework to a population of RTPs and use this to explore the effects of global resetting.",https://arxiv.org/abs/2411.15544,https://arxiv.org/pdf/2411.15544v1,Q09,entropy_production,L2,raw/arxiv/Q09.xml
2412.00200,v3,Scaling of Stochastic Normalizing Flows in $\mathrm{SU}(3)$ lattice gauge theory,Andrea Bulgarelli; Elia Cellini; Alessandro Nada,2024-11-29T19:01:05Z,2025-05-05T08:01:32Z,hep-lat,hep-lat;cond-mat.stat-mech;cs.LG;stat.ML,"Non-equilibrium Markov Chain Monte Carlo (NE-MCMC) simulations provide a well-understood framework based on Jarzynski's equality to sample from a target probability distribution. By driving a base probability distribution out of equilibrium, observables are computed without the need to thermalize. If the base distribution is characterized by mild autocorrelations, this approach provides a way to mitigate critical slowing down. Out-of-equilibrium evolutions share the same framework of flow-based approaches and they can be naturally combined into a novel architecture called Stochastic Normalizing Flows (SNFs). In this work we present the first implementation of SNFs for $\mathrm{SU}(3)$ lattice gauge theory in 4 dimensions, defined by introducing gauge-equivariant layers between out-of-equilibrium Monte Carlo updates. The core of our analysis is focused on the promising scaling properties of this architecture with the degrees of freedom of the system, which are directly inherited from NE-MCMC. Finally, we discuss how systematic improvements of this approach can realistically lead to a general and yet efficient sampling strategy at fine lattice spacings for observables affected by long autocorrelation times.",https://arxiv.org/abs/2412.00200,https://arxiv.org/pdf/2412.00200v3,Q06;Q12;Q16,evaluation;jarzynski;stochastic_flow,L2;L3;L4,raw/arxiv/Q06.xml;raw/arxiv/Q12.xml;raw/arxiv/Q16.xml
2412.01919,v1,Diffusion models learn distributions generated by complex Langevin dynamics,Diaa E. Habibi; Gert Aarts; Lingxiao Wang; Kai Zhou,2024-12-02T19:07:14Z,2024-12-02T19:07:14Z,hep-lat,hep-lat;cs.LG,"The probability distribution effectively sampled by a complex Langevin process for theories with a sign problem is not known a priori and notoriously hard to understand. Diffusion models, a class of generative AI, can learn distributions from data. In this contribution, we explore the ability of diffusion models to learn the distributions created by a complex Langevin process.",https://arxiv.org/abs/2412.01919,https://arxiv.org/pdf/2412.01919v1,Q10,diffusion,L2,raw/arxiv/Q10.xml
2412.04102,v2,Entropy estimation for partially accessible Markov networks based on imperfect observations: Role of finite resolution and finite statistics,Jonas H. Fritz; Benjamin Ertel; Udo Seifert,2024-12-05T12:13:11Z,2025-04-08T12:34:20Z,cond-mat.stat-mech,cond-mat.stat-mech,"Estimating entropy production from real observation data can be difficult due to finite resolution in both space and time and finite measurement statistics. We characterize the statistical error introduced by finite sample size and compare the performance of three different entropy estimators under these limitations for two different paradigmatic systems, a four-state Markov network and an augmented Michaelis-Menten reaction scheme. We consider the thermodynamic uncertainty relation, a waiting-time based estimator for resolved transitions and a waiting-time based estimator for blurred transitions in imperfect observation scenarios. For perfect measurement statistics and finite temporal resolution, the estimator based on resolved transitions performs best in all considered scenarios. The thermodynamic uncertainty relation gives a better estimate than the estimator based on blurred transitions at low driving affinities, whereas the latter performs better at high driving affinities. Furthermore, we find that a higher temporal and spatial resolution leads to slower convergence of measurement statistics, implying that for short measurement times, a lower resolution may be beneficial. Additionally, we identify a self-averaging effect for the waiting-time based entropy estimators that can reduce their variance for observations with finite statistics.",https://arxiv.org/abs/2412.04102,https://arxiv.org/pdf/2412.04102v2,Q09,entropy_production,L2,raw/arxiv/Q09.xml
2412.04656,v2,Drift-cyclotron loss-cone instability in 3D simulations of a sloshing-ion simple mirror,Aaron Tran; Samuel J. Frank; Ari Y. Le; Adam J. Stanier; Blake A. Wetherton; Jan Egedal; Douglass A. Endrizzi; Robert W. Harvey; Yuri V. Petrov; Tony M. Qian; Kunal Sanwalka; Jesse Viola; Cary B. Forest; Ellen G. Zweibel,2024-12-05T22:59:41Z,2025-04-13T22:11:06Z,physics.plasm-ph,physics.plasm-ph,"The kinetic stability of collisionless, sloshing beam-ion (45° pitch angle) plasma is studied in a 3D simple magnetic mirror, mimicking the Wisconsin High-temperature superconductor Axisymmetric Mirror (WHAM) experiment. The collisional Fokker-Planck code CQL3D-m provides a slowing-down beam-ion distribution to initialize the kinetic-ion/fluid-electron code Hybrid-VPIC, which then simulates free plasma decay without external heating or fueling. Over 1-10 $μ$s, drift-cyclotron loss-cone (DCLC) modes grow and saturate in amplitude. DCLC scatters ions to a marginally-stable distribution with gas-dynamic rather than classical-mirror confinement. Sloshing ions can trap cool (low-energy) ions in an electrostatic potential well to stabilize DCLC, but DCLC itself does not scatter sloshing beam-ions into said well. Instead, cool ions must come from external sources such as charge-exchange collisions with a low-density neutral population. Manually adding cool ~1 keV ions improves beam-ion confinement several-fold in Hybrid-VPIC simulations, which qualitatively corroborates prior measurements from real mirror devices with sloshing ions.",https://arxiv.org/abs/2412.04656,https://arxiv.org/pdf/2412.04656v2,Q13,author,L3,raw/arxiv/Q13.xml
2412.13704,v1,Diffusion models and stochastic quantisation in lattice field theory,Gert Aarts; Lingxiao Wang; Kai Zhou,2024-12-18T10:49:32Z,2024-12-18T10:49:32Z,hep-lat,hep-lat;cond-mat.dis-nn,Diffusion models are currently the leading generative AI approach used for image generation in e.g. DALL-E and Stable Diffusion. In this talk we relate diffusion models to stochastic quantisation in field theory and employ it to generate configurations for scalar fields on a two-dimensional lattice. We end with some speculations on possible applications.,https://arxiv.org/abs/2412.13704,https://arxiv.org/pdf/2412.13704v1,Q10,diffusion,L2,raw/arxiv/Q10.xml
2412.15175,v1,"Effective Energy, Interactions And Out Of Equilibrium Nature Of Scalar Active Matter",Antonin Brossollet; Etienne Lempereur; Stéphane Mallat; Giulio Biroli,2024-12-19T18:50:10Z,2024-12-19T18:50:10Z,cond-mat.stat-mech,cond-mat.stat-mech;physics.data-an,"Estimating the effective energy, $E_\text{eff}$ of a stationary probability distribution is a challenge for non-equilibrium steady states. Its solution could offer a novel framework for describing and analyzing non-equilibrium systems. In this work, we address this issue within the context of scalar active matter, focusing on the continuum field theory of Active Model B+. We show that the Wavelet Conditional Renormalization Group method allows us to estimate the effective energy of active model B+ from samples obtained by numerical simulations. We investigate the qualitative changes of $E_\text{eff}$ as the activity level increases. Our key finding is that in the regimes corresponding to low activity and to standard phase separation the interactions in $E_\text{eff}$ are short-ranged, whereas for strong activity the interactions become long-ranged and lead to micro-phase separation. By analyzing the violation of Fluctuation-Dissipation theorem and entropy production patterns, which are directly accessible within the WCRG framework, we connect the emergence of these long-range interactions to the non-equilibrium nature of the steady state. This connection highlights the interplay between activity, range of the interactions and the fundamental properties of non-equilibrium systems.",https://arxiv.org/abs/2412.15175,https://arxiv.org/pdf/2412.15175v1,Q09,entropy_production,L2,raw/arxiv/Q09.xml
2412.19109,v2,Stochastic normalizing flows for Effective String Theory,Michele Caselle; Elia Cellini; Alessandro Nada,2024-12-26T07:58:09Z,2025-01-08T09:48:02Z,hep-lat,hep-lat;cs.LG;hep-th,"Effective String Theory (EST) is a powerful tool used to study confinement in pure gauge theories by modeling the confining flux tube connecting a static quark-anti-quark pair as a thin vibrating string. Recently, flow-based samplers have been applied as an efficient numerical method to study EST regularized on the lattice, opening the route to study observables previously inaccessible to standard analytical methods. Flow-based samplers are a class of algorithms based on Normalizing Flows (NFs), deep generative models recently proposed as a promising alternative to traditional Markov Chain Monte Carlo methods in lattice field theory calculations. By combining NF layers with out-of-equilibrium stochastic updates, we obtain Stochastic Normalizing Flows (SNFs), a scalable class of machine learning algorithms that can be explained in terms of stochastic thermodynamics. In this contribution, we outline EST and SNFs, and report some numerical results for the shape of the flux tube.",https://arxiv.org/abs/2412.19109,https://arxiv.org/pdf/2412.19109v2,Q05;Q06,normalizing_flow;stochastic_flow,L1;L2,raw/arxiv/Q05.xml;raw/arxiv/Q06.xml
2501.07371,v1,Simulating the Hubbard Model with Equivariant Normalizing Flows,Dominic Schuh; Janik Kreit; Evan Berkowitz; Lena Funcke; Thomas Luu; Kim A. Nicoli; Marcel Rodekamp,2025-01-13T14:40:42Z,2025-01-13T14:40:42Z,cond-mat.str-el,cond-mat.str-el;cs.LG;hep-lat,"Generative models, particularly normalizing flows, have shown exceptional performance in learning probability distributions across various domains of physics, including statistical mechanics, collider physics, and lattice field theory. In the context of lattice field theory, normalizing flows have been successfully applied to accurately learn the Boltzmann distribution, enabling a range of tasks such as direct estimation of thermodynamic observables and sampling independent and identically distributed (i.i.d.) configurations. In this work, we present a proof-of-concept demonstration that normalizing flows can be used to learn the Boltzmann distribution for the Hubbard model. This model is widely employed to study the electronic structure of graphene and other carbon nanomaterials. State-of-the-art numerical simulations of the Hubbard model, such as those based on Hybrid Monte Carlo (HMC) methods, often suffer from ergodicity issues, potentially leading to biased estimates of physical observables. Our numerical experiments demonstrate that leveraging i.i.d.\ sampling from the normalizing flow effectively addresses these issues.",https://arxiv.org/abs/2501.07371,https://arxiv.org/pdf/2501.07371v1,Q05,normalizing_flow,L1,raw/arxiv/Q05.xml
2501.18288,v1,Normalizing flows for SU($N$) gauge theories employing singular value decomposition,Javad Komijani; Marina K. Marinkovic,2025-01-30T11:56:16Z,2025-01-30T11:56:16Z,hep-lat,hep-lat;cs.LG,"We present a progress report on the use of normalizing flows for generating gauge field configurations in pure SU(N) gauge theories. We discuss how the singular value decomposition can be used to construct gauge-invariant quantities, which serve as the building blocks for designing gauge-equivariant transformations of SU(N) gauge links. Using this novel approach, we build representative models for the SU(3) Wilson action on a \( 4^4 \) lattice with \( β= 1 \). We train these models and provide an analysis of their performance, highlighting the effectiveness of the new technique for gauge-invariant transformations. We also provide a comparison between the efficiency of the proposed algorithm and the spectral flow of Wilson loops.",https://arxiv.org/abs/2501.18288,https://arxiv.org/pdf/2501.18288v1,Q05,normalizing_flow,L1,raw/arxiv/Q05.xml
2502.00263,v1,Progress in Normalizing Flows for 4d Gauge Theories,Ryan Abbott; Denis Boyda; Daniel C. Hackett; Gurtej Kanwar; Fernando Romero-López; Phiala E. Shanahan; Julian M. Urban,2025-02-01T01:43:58Z,2025-02-01T01:43:58Z,hep-lat,hep-lat,"Normalizing flows have arisen as a tool to accelerate Monte Carlo sampling for lattice field theories. This work reviews recent progress in applying normalizing flows to 4-dimensional nonabelian gauge theories, focusing on two advancements: an architectural improvement referred to as learned active loops, and the application of correlated ensemble methods to QCD with $N_f=2$ dynamical fermions.",https://arxiv.org/abs/2502.00263,https://arxiv.org/pdf/2502.00263v1,Q05,normalizing_flow,L1,raw/arxiv/Q05.xml
2502.05452,v1,Improvement in Autocorrelation Times Measured by the Master-Field Technique using Field Transformation HMC in 2+1 Domain Wall Fermion Simulations,Shuhei Yamamoto; Peter Boyle; Taku Izubuchi; Luchang Jin; Christoph Lehner; Nobuyuki Matsumoto,2025-02-08T05:22:07Z,2025-02-08T05:22:07Z,hep-lat,hep-lat,"The Field-Transformation Hybrid Monte-Carlo (FTHMC) algorithm potentially mitigates the issue of critical slowing down by combining the HMC with a field transformation, originally proposed by Lüscher and motivated as trivializing the theory. For the transformation, we use a single invertible discrete smearing step inspired by the Wilson flow but which resembles a Jacobian-computable generalisation of the stout smearing step. This is applied to a system with Iwasaki gauge fields and 2+1 Domain-Wall fermions. We have studied the effect of different smearing parameter values on autocorrelation times of Wilson-flowed energies with different flow time. We have found a reduction of exponential autocorrelation times for infra-red observables such as Wilson flowed energy densities and topological charge densities when a larger value of the smearing parameter is used. The autocorrelation times of local observables are computed using an approach akin to the master-field technique, allowing us to estimate the effect of the field transformation with different parameters based on a small number of configurations.",https://arxiv.org/abs/2502.05452,https://arxiv.org/pdf/2502.05452v1,Q11,critical_slowing,L2,raw/arxiv/Q11.xml
2502.19418,v1,Work and heat exchanged during sudden quenches of strongly coupled quantum systems,Zohreh Davoudi; Christopher Jarzynski; Niklas Mueller; Greeshma Oruganti; Connor Powers; Nicole Yunger Halpern,2025-02-26T18:59:59Z,2025-02-26T18:59:59Z,quant-ph,quant-ph;cond-mat.stat-mech;hep-lat;hep-ph;nucl-th,"How should one define thermodynamic quantities (internal energy, work, heat, etc.) for quantum systems coupled to their environments strongly? We examine three (classically equivalent) definitions of a quantum system's internal energy under strong-coupling conditions. Each internal-energy definition implies a definition of work and a definition of heat. Our study focuses on quenches, common processes in which the Hamiltonian changes abruptly. In these processes, the first law of thermodynamics holds for each set of definitions by construction. However, we prove that only two sets obey the second law. We illustrate our findings using a simple spin model. Our results guide studies of thermodynamic quantities in strongly coupled quantum systems.",https://arxiv.org/abs/2502.19418,https://arxiv.org/pdf/2502.19418v1,Q12,jarzynski,L3,raw/arxiv/Q12.xml
2502.20608,v2,Analysis of multivariate event times under informative censoring using vine copula,Xinyuan Chen; Yiwei Li; Qian M. Zhou,2025-02-28T00:18:07Z,2025-07-26T20:50:01Z,stat.ME,stat.ME;stat.AP;stat.CO,"The study of times to nonterminal events of different types and their interrelation is a compelling area of interest. The primary challenge in analyzing such multivariate event times is the presence of informative censoring by the terminal event. While numerous statistical methods have been proposed for a single nonterminal event, i.e., semi-competing risks data, there remains a dearth of tools for analyzing times to multiple nonterminal events. This article introduces a novel analysis framework that leverages the vine copula to directly estimate the joint density of multivariate times to nonterminal and terminal events. Unlike the few existing methods based on multivariate or nested copulas, the developed approach excels in capturing the heterogeneous dependence between each pair of event times (nonterminal-terminal and between-nonterminal) in terms of strength and structure. We propose a likelihood-based estimation and inference procedure, which can be implemented efficiently in sequential stages. Through extensive simulation studies, we demonstrate the satisfactory finite-sample performance of our proposed stage-wise estimators and analytical variance estimators, as well as their advantages over existing methods. We apply the developed approach to data from a crowdfunding platform to investigate the relationship between various types of creator-backer interactions and a creator's lifetime on the platform.",https://arxiv.org/abs/2502.20608,https://arxiv.org/pdf/2502.20608v2,Q13,author,L3,raw/arxiv/Q13.xml
2503.04105,v1,$1/f$ noise in the Ising model,Rahul Chhimpa; Avinash Chand Yadav,2025-03-06T05:28:22Z,2025-03-06T05:28:22Z,cond-mat.stat-mech,cond-mat.stat-mech,"We simulate the $N$-spin critical Ising model on a square lattice using Glauber dynamics and consider the typical one-unit time equal to $N$ single-spin-flip attempts. The divergence of correlation time with the linear extent of the system results in critical slowing down, a challenge to equilibration because the spin configurations generated in such a way are temporally correlated. We examine temporal correlations in the number of accepted spin flips and show a signature of non-trivial long-time correlation of a logarithmically decaying form or the corresponding power spectral density follows canonical $1/f$ noise.",https://arxiv.org/abs/2503.04105,https://arxiv.org/pdf/2503.04105v1,Q11,critical_slowing,L2,raw/arxiv/Q11.xml
2503.08918,v2,Multilevel Generative Samplers for Investigating Critical Phenomena,Ankur Singha; Elia Cellini; Kim A. Nicoli; Karl Jansen; Stefan Kühn; Shinichi Nakajima,2025-03-11T22:03:54Z,2025-03-13T14:13:52Z,cs.LG,cs.LG;hep-lat;stat.ML,"Investigating critical phenomena or phase transitions is of high interest in physics and chemistry, for which Monte Carlo (MC) simulations, a crucial tool for numerically analyzing macroscopic properties of given systems, are often hindered by an emerging divergence of correlation length -- known as scale invariance at criticality (SIC) in the renormalization group theory. SIC causes the system to behave the same at any length scale, from which many existing sampling methods suffer: long-range correlations cause critical slowing down in Markov chain Monte Carlo (MCMC), and require intractably large receptive fields for generative samplers. In this paper, we propose a Renormalization-informed Generative Critical Sampler (RiGCS) -- a novel sampler specialized for near-critical systems, where SIC is leveraged as an advantage rather than a nuisance. Specifically, RiGCS builds on MultiLevel Monte Carlo (MLMC) with Heat Bath (HB) algorithms, which perform ancestral sampling from low-resolution to high-resolution lattice configurations with site-wise-independent conditional HB sampling. Although MLMC-HB is highly efficient under exact SIC, it suffers from a low acceptance rate under slight SIC violation. Notably, SIC violation always occurs in finite-size systems, and may induce long-range and higher-order interactions in the renormalized distributions, which are not considered by independent HB samplers. RiGCS enhances MLMC-HB by replacing a part of the conditional HB sampler with generative models that capture those residual interactions and improve the sampling efficiency. Our experiments show that the effective sample size of RiGCS is a few orders of magnitude higher than state-of-the-art generative model baselines in sampling configurations for 128x128 two-dimensional Ising systems.",https://arxiv.org/abs/2503.08918,https://arxiv.org/pdf/2503.08918v2,Q11,critical_slowing,L2,raw/arxiv/Q11.xml
2503.09747,v2,Parallel Tempered Metadynamics,Timo Eichhorn; Gianluca Fuwa; Christian Hoelbling; Lukas Varnhorst,2025-03-12T18:45:48Z,2025-03-27T13:35:47Z,hep-lat,hep-lat,"When approaching the continuum limit in lattice QCD or other theories in a setup with topological sectors, conventional update algorithms experience a particularly severe form of critical slowing down that is caused by high action barriers between the sectors. The qualitative scaling behavior of this critical slowing down appears to be universal across different update algorithms and (gauge) actions. We demonstrate that a combination of Metadynamics with parallel tempering, along with other modifications, can significantly reduce autocorrelation times while avoiding the need for reweighting. We also discuss strategies to extend the methods to QCD simulations with dynamical fermions, and present first results for $N_f = 2$ simulations at unphysical pion masses.",https://arxiv.org/abs/2503.09747,https://arxiv.org/pdf/2503.09747v2,Q11,critical_slowing,L2,raw/arxiv/Q11.xml
