edge_id,source,target,weight,relation,evidence
G0288,author:michael_s_albergo,paper:2101.08176,0.6,author_to_paper,selected_fulltexts.csv:2101.08176
G0289,paper:2101.08176,author:denis_boyda,0.45,paper_to_author,selected_fulltexts.csv:2101.08176
G0290,author:denis_boyda,paper:2101.08176,0.6,author_to_paper,selected_fulltexts.csv:2101.08176
G0291,paper:2101.08176,author:daniel_c_hackett,0.45,paper_to_author,selected_fulltexts.csv:2101.08176
G0292,author:daniel_c_hackett,paper:2101.08176,0.6,author_to_paper,selected_fulltexts.csv:2101.08176
G0293,paper:2101.08176,author:gurtej_kanwar,0.45,paper_to_author,selected_fulltexts.csv:2101.08176
G0294,author:gurtej_kanwar,paper:2101.08176,0.6,author_to_paper,selected_fulltexts.csv:2101.08176
G0295,paper:2101.08176,author:kyle_cranmer,0.45,paper_to_author,selected_fulltexts.csv:2101.08176
G0296,author:kyle_cranmer,paper:2101.08176,0.6,author_to_paper,selected_fulltexts.csv:2101.08176
G0297,paper:2101.08176,author:s_bastien_racani_re,0.45,paper_to_author,selected_fulltexts.csv:2101.08176
G0298,author:s_bastien_racani_re,paper:2101.08176,0.6,author_to_paper,selected_fulltexts.csv:2101.08176
G0299,paper:2101.08176,author:danilo_jimenez_rezende,0.45,paper_to_author,selected_fulltexts.csv:2101.08176
G0300,author:danilo_jimenez_rezende,paper:2101.08176,0.6,author_to_paper,selected_fulltexts.csv:2101.08176
G0301,paper:2101.08176,author:phiala_e_shanahan,0.45,paper_to_author,selected_fulltexts.csv:2101.08176
G0302,author:phiala_e_shanahan,paper:2101.08176,0.6,author_to_paper,selected_fulltexts.csv:2101.08176
G0303,paper:2101.08176,method:flow_overview,0.65,paper_to_method,selected_fulltexts.csv:2101.08176
G0304,method:flow_overview,paper:2101.08176,0.85,method_to_paper,selected_fulltexts.csv:2101.08176
G0305,paper:2111.15141,author:qinsheng_zhang,0.45,paper_to_author,selected_fulltexts.csv:2111.15141
G0306,author:qinsheng_zhang,paper:2111.15141,0.6,author_to_paper,selected_fulltexts.csv:2111.15141
G0307,paper:2111.15141,author:yongxin_chen,0.45,paper_to_author,selected_fulltexts.csv:2111.15141
G0308,author:yongxin_chen,paper:2111.15141,0.6,author_to_paper,selected_fulltexts.csv:2111.15141
G0309,paper:2111.15141,method:path_control,0.65,paper_to_method,selected_fulltexts.csv:2111.15141
G0310,method:path_control,paper:2111.15141,0.85,method_to_paper,selected_fulltexts.csv:2111.15141
G0311,paper:2201.08862,author:michele_caselle,0.45,paper_to_author,selected_fulltexts.csv:2201.08862
G0312,author:michele_caselle,paper:2201.08862,0.6,author_to_paper,selected_fulltexts.csv:2201.08862
G0313,paper:2201.08862,author:elia_cellini,0.45,paper_to_author,selected_fulltexts.csv:2201.08862
G0314,author:elia_cellini,paper:2201.08862,0.6,author_to_paper,selected_fulltexts.csv:2201.08862
G0315,paper:2201.08862,author:alessandro_nada,0.45,paper_to_author,selected_fulltexts.csv:2201.08862
G0316,author:alessandro_nada,paper:2201.08862,0.6,author_to_paper,selected_fulltexts.csv:2201.08862
G0317,paper:2201.08862,author:marco_panero,0.45,paper_to_author,selected_fulltexts.csv:2201.08862
G0318,author:marco_panero,paper:2201.08862,0.6,author_to_paper,selected_fulltexts.csv:2201.08862
G0319,paper:2201.08862,method:stochastic_flow,0.65,paper_to_method,selected_fulltexts.csv:2201.08862
G0320,method:stochastic_flow,paper:2201.08862,0.85,method_to_paper,selected_fulltexts.csv:2201.08862
G0321,paper:2201.13117,author:alexander_g_d_g_matthews,0.45,paper_to_author,selected_fulltexts.csv:2201.13117
G0322,author:alexander_g_d_g_matthews,paper:2201.13117,0.6,author_to_paper,selected_fulltexts.csv:2201.13117
G0323,paper:2201.13117,author:michael_arbel,0.45,paper_to_author,selected_fulltexts.csv:2201.13117
G0324,author:michael_arbel,paper:2201.13117,0.6,author_to_paper,selected_fulltexts.csv:2201.13117
G0325,paper:2201.13117,author:danilo_j_rezende,0.45,paper_to_author,selected_fulltexts.csv:2201.13117
G0326,author:danilo_j_rezende,paper:2201.13117,0.6,author_to_paper,selected_fulltexts.csv:2201.13117
G0327,paper:2201.13117,author:arnaud_doucet,0.45,paper_to_author,selected_fulltexts.csv:2201.13117
G0328,author:arnaud_doucet,paper:2201.13117,0.6,author_to_paper,selected_fulltexts.csv:2201.13117
G0329,paper:2201.13117,method:annealed_flow,0.65,paper_to_method,selected_fulltexts.csv:2201.13117
G0330,method:annealed_flow,paper:2201.13117,0.85,method_to_paper,selected_fulltexts.csv:2201.13117
G0331,paper:2210.03139,author:michele_caselle,0.45,paper_to_author,selected_fulltexts.csv:2210.03139
G0332,author:michele_caselle,paper:2210.03139,0.6,author_to_paper,selected_fulltexts.csv:2210.03139
G0333,paper:2210.03139,author:elia_cellini,0.45,paper_to_author,selected_fulltexts.csv:2210.03139
G0334,author:elia_cellini,paper:2210.03139,0.6,author_to_paper,selected_fulltexts.csv:2210.03139
G0335,paper:2210.03139,author:alessandro_nada,0.45,paper_to_author,selected_fulltexts.csv:2210.03139
G0336,author:alessandro_nada,paper:2210.03139,0.6,author_to_paper,selected_fulltexts.csv:2210.03139
G0337,paper:2210.03139,author:marco_panero,0.45,paper_to_author,selected_fulltexts.csv:2210.03139
G0338,author:marco_panero,paper:2210.03139,0.6,author_to_paper,selected_fulltexts.csv:2210.03139
G0339,paper:2210.03139,method:stochastic_flow,0.65,paper_to_method,selected_fulltexts.csv:2210.03139
G0340,method:stochastic_flow,paper:2210.03139,0.85,method_to_paper,selected_fulltexts.csv:2210.03139
G0341,paper:2211.01364,author:julius_berner,0.45,paper_to_author,selected_fulltexts.csv:2211.01364
G0342,author:julius_berner,paper:2211.01364,0.6,author_to_paper,selected_fulltexts.csv:2211.01364
G0343,paper:2211.01364,author:lorenz_richter,0.45,paper_to_author,selected_fulltexts.csv:2211.01364
G0344,author:lorenz_richter,paper:2211.01364,0.6,author_to_paper,selected_fulltexts.csv:2211.01364
G0345,paper:2211.01364,author:karen_ullrich,0.45,paper_to_author,selected_fulltexts.csv:2211.01364
G0346,author:karen_ullrich,paper:2211.01364,0.6,author_to_paper,selected_fulltexts.csv:2211.01364
G0347,paper:2211.01364,method:optimal_control,0.65,paper_to_method,selected_fulltexts.csv:2211.01364
G0348,method:optimal_control,paper:2211.01364,0.85,method_to_paper,selected_fulltexts.csv:2211.01364
G0349,paper:2302.13834,author:francisco_vargas,0.45,paper_to_author,selected_fulltexts.csv:2302.13834
G0350,author:francisco_vargas,paper:2302.13834,0.6,author_to_paper,selected_fulltexts.csv:2302.13834
G0351,paper:2302.13834,author:will_grathwohl,0.45,paper_to_author,selected_fulltexts.csv:2302.13834
G0352,author:will_grathwohl,paper:2302.13834,0.6,author_to_paper,selected_fulltexts.csv:2302.13834
G0353,paper:2302.13834,author:arnaud_doucet,0.45,paper_to_author,selected_fulltexts.csv:2302.13834
G0354,author:arnaud_doucet,paper:2302.13834,0.6,author_to_paper,selected_fulltexts.csv:2302.13834
G0355,paper:2302.13834,method:diffusion,0.65,paper_to_method,selected_fulltexts.csv:2302.13834
G0356,method:diffusion,paper:2302.13834,0.85,method_to_paper,selected_fulltexts.csv:2302.13834
G0357,paper:2302.14082,author:kim_a_nicoli,0.45,paper_to_author,selected_fulltexts.csv:2302.14082
G0358,author:kim_a_nicoli,paper:2302.14082,0.6,author_to_paper,selected_fulltexts.csv:2302.14082
G0359,paper:2302.14082,author:christopher_j_anders,0.45,paper_to_author,selected_fulltexts.csv:2302.14082
G0360,author:christopher_j_anders,paper:2302.14082,0.6,author_to_paper,selected_fulltexts.csv:2302.14082
G0361,paper:2302.14082,author:tobias_hartung,0.45,paper_to_author,selected_fulltexts.csv:2302.14082
G0362,author:tobias_hartung,paper:2302.14082,0.6,author_to_paper,selected_fulltexts.csv:2302.14082
G0363,paper:2302.14082,author:karl_jansen,0.45,paper_to_author,selected_fulltexts.csv:2302.14082
G0364,author:karl_jansen,paper:2302.14082,0.6,author_to_paper,selected_fulltexts.csv:2302.14082
G0365,paper:2302.14082,author:pan_kessel,0.45,paper_to_author,selected_fulltexts.csv:2302.14082
G0366,author:pan_kessel,paper:2302.14082,0.6,author_to_paper,selected_fulltexts.csv:2302.14082
G0367,paper:2302.14082,author:shinichi_nakajima,0.45,paper_to_author,selected_fulltexts.csv:2302.14082
G0368,author:shinichi_nakajima,paper:2302.14082,0.6,author_to_paper,selected_fulltexts.csv:2302.14082
G0369,paper:2302.14082,method:failure_mode,0.65,paper_to_method,selected_fulltexts.csv:2302.14082
G0370,method:failure_mode,paper:2302.14082,0.85,method_to_paper,selected_fulltexts.csv:2302.14082
G0371,paper:2309.17082,author:lingxiao_wang,0.45,paper_to_author,selected_fulltexts.csv:2309.17082
G0372,author:lingxiao_wang,paper:2309.17082,0.6,author_to_paper,selected_fulltexts.csv:2309.17082
G0373,paper:2309.17082,author:gert_aarts,0.45,paper_to_author,selected_fulltexts.csv:2309.17082
G0374,author:gert_aarts,paper:2309.17082,0.6,author_to_paper,selected_fulltexts.csv:2309.17082
G0375,paper:2309.17082,author:kai_zhou,0.45,paper_to_author,selected_fulltexts.csv:2309.17082
G0376,author:kai_zhou,paper:2309.17082,0.6,author_to_paper,selected_fulltexts.csv:2309.17082
G0377,paper:2309.17082,method:diffusion_lattice,0.65,paper_to_method,selected_fulltexts.csv:2309.17082
G0378,method:diffusion_lattice,paper:2309.17082,0.85,method_to_paper,selected_fulltexts.csv:2309.17082
G0379,paper:2310.11979,author:claudio_bonanno,0.45,paper_to_author,selected_fulltexts.csv:2310.11979
G0380,author:claudio_bonanno,paper:2310.11979,0.6,author_to_paper,selected_fulltexts.csv:2310.11979
G0381,paper:2310.11979,author:alessandro_nada,0.45,paper_to_author,selected_fulltexts.csv:2310.11979
G0382,author:alessandro_nada,paper:2310.11979,0.6,author_to_paper,selected_fulltexts.csv:2310.11979
G0383,paper:2310.11979,author:davide_vadacchino,0.45,paper_to_author,selected_fulltexts.csv:2310.11979
G0384,author:davide_vadacchino,paper:2310.11979,0.6,author_to_paper,selected_fulltexts.csv:2310.11979
G0385,paper:2310.11979,method:nonequilibrium_lattice,0.65,paper_to_method,selected_fulltexts.csv:2310.11979
G0386,method:nonequilibrium_lattice,paper:2310.11979,0.85,method_to_paper,selected_fulltexts.csv:2310.11979
G0387,paper:2311.03578,author:lingxiao_wang,0.45,paper_to_author,selected_fulltexts.csv:2311.03578
G0388,author:lingxiao_wang,paper:2311.03578,0.6,author_to_paper,selected_fulltexts.csv:2311.03578
G0389,paper:2311.03578,author:gert_aarts,0.45,paper_to_author,selected_fulltexts.csv:2311.03578
G0390,author:gert_aarts,paper:2311.03578,0.6,author_to_paper,selected_fulltexts.csv:2311.03578
G0391,paper:2311.03578,author:kai_zhou,0.45,paper_to_author,selected_fulltexts.csv:2311.03578
G0392,author:kai_zhou,paper:2311.03578,0.6,author_to_paper,selected_fulltexts.csv:2311.03578
G0393,paper:2311.03578,method:diffusion_lattice,0.65,paper_to_method,selected_fulltexts.csv:2311.03578
G0394,method:diffusion_lattice,paper:2311.03578,0.85,method_to_paper,selected_fulltexts.csv:2311.03578
G0395,paper:2402.06561,author:claudio_bonanno,0.45,paper_to_author,selected_fulltexts.csv:2402.06561
G0396,author:claudio_bonanno,paper:2402.06561,0.6,author_to_paper,selected_fulltexts.csv:2402.06561
G0397,paper:2402.06561,author:alessandro_nada,0.45,paper_to_author,selected_fulltexts.csv:2402.06561
G0398,author:alessandro_nada,paper:2402.06561,0.6,author_to_paper,selected_fulltexts.csv:2402.06561
G0399,paper:2402.06561,author:davide_vadacchino,0.45,paper_to_author,selected_fulltexts.csv:2402.06561
G0400,author:davide_vadacchino,paper:2402.06561,0.6,author_to_paper,selected_fulltexts.csv:2402.06561
G0401,paper:2402.06561,method:nonequilibrium_lattice,0.65,paper_to_method,selected_fulltexts.csv:2402.06561
G0402,method:nonequilibrium_lattice,paper:2402.06561,0.85,method_to_paper,selected_fulltexts.csv:2402.06561
G0403,paper:2404.09723,author:johann_ostmeyer,0.45,paper_to_author,selected_fulltexts.csv:2404.09723
G0404,author:johann_ostmeyer,paper:2404.09723,0.6,author_to_paper,selected_fulltexts.csv:2404.09723
G0405,paper:2404.09723,author:pavel_buividovich,0.45,paper_to_author,selected_fulltexts.csv:2404.09723
G0406,author:pavel_buividovich,paper:2404.09723,0.6,author_to_paper,selected_fulltexts.csv:2404.09723
G0407,paper:2404.09723,method:evaluation,0.65,paper_to_method,selected_fulltexts.csv:2404.09723
G0408,method:evaluation,paper:2404.09723,0.85,method_to_paper,selected_fulltexts.csv:2404.09723
G0409,paper:2412.00200,author:andrea_bulgarelli,0.45,paper_to_author,selected_fulltexts.csv:2412.00200
G0410,author:andrea_bulgarelli,paper:2412.00200,0.6,author_to_paper,selected_fulltexts.csv:2412.00200
G0411,paper:2412.00200,author:elia_cellini,0.45,paper_to_author,selected_fulltexts.csv:2412.00200
G0412,author:elia_cellini,paper:2412.00200,0.6,author_to_paper,selected_fulltexts.csv:2412.00200
G0413,paper:2412.00200,author:alessandro_nada,0.45,paper_to_author,selected_fulltexts.csv:2412.00200
G0414,author:alessandro_nada,paper:2412.00200,0.6,author_to_paper,selected_fulltexts.csv:2412.00200
G0415,paper:2412.00200,method:stochastic_flow,0.65,paper_to_method,selected_fulltexts.csv:2412.00200
G0416,method:stochastic_flow,paper:2412.00200,0.85,method_to_paper,selected_fulltexts.csv:2412.00200
G0417,paper:2512.19575,author:moxian_qian,0.45,paper_to_author,selected_fulltexts.csv:2512.19575
G0418,author:moxian_qian,paper:2512.19575,0.6,author_to_paper,selected_fulltexts.csv:2512.19575
G0419,paper:2512.19575,author:shiyang_chen,0.45,paper_to_author,selected_fulltexts.csv:2512.19575
G0420,author:shiyang_chen,paper:2512.19575,0.6,author_to_paper,selected_fulltexts.csv:2512.19575
G0421,paper:2512.19575,method:autoregressive_lattice,0.65,paper_to_method,selected_fulltexts.csv:2512.19575
G0422,method:autoregressive_lattice,paper:2512.19575,0.85,method_to_paper,selected_fulltexts.csv:2512.19575
G0423,paper:2604.10209,author:a_singha,0.45,paper_to_author,selected_fulltexts.csv:2604.10209
G0424,author:a_singha,paper:2604.10209,0.6,author_to_paper,selected_fulltexts.csv:2604.10209
G0425,paper:2604.10209,author:j_kauffmann,0.45,paper_to_author,selected_fulltexts.csv:2604.10209
G0426,author:j_kauffmann,paper:2604.10209,0.6,author_to_paper,selected_fulltexts.csv:2604.10209
G0427,paper:2604.10209,author:e_cellini,0.45,paper_to_author,selected_fulltexts.csv:2604.10209
G0428,author:e_cellini,paper:2604.10209,0.6,author_to_paper,selected_fulltexts.csv:2604.10209
G0429,paper:2604.10209,author:k_jansen,0.45,paper_to_author,selected_fulltexts.csv:2604.10209
G0430,author:k_jansen,paper:2604.10209,0.6,author_to_paper,selected_fulltexts.csv:2604.10209
G0431,paper:2604.10209,author:s_nakajima,0.45,paper_to_author,selected_fulltexts.csv:2604.10209
G0432,author:s_nakajima,paper:2604.10209,0.6,author_to_paper,selected_fulltexts.csv:2604.10209
G0433,paper:2604.10209,method:critical_sampling,0.65,paper_to_method,selected_fulltexts.csv:2604.10209
G0434,method:critical_sampling,paper:2604.10209,0.85,method_to_paper,selected_fulltexts.csv:2604.10209
G0435,paper:2605.11199,author:moxian_qian,0.45,paper_to_author,selected_fulltexts.csv:2605.11199
G0436,author:moxian_qian,paper:2605.11199,0.6,author_to_paper,selected_fulltexts.csv:2605.11199
G0437,paper:2605.11199,method:author_context,0.65,paper_to_method,selected_fulltexts.csv:2605.11199
G0438,method:author_context,paper:2605.11199,0.85,method_to_paper,selected_fulltexts.csv:2605.11199
G0439,paper:2607.08505,author:yang_yang_tan,0.45,paper_to_author,selected_fulltexts.csv:2607.08505
G0440,author:yang_yang_tan,paper:2607.08505,0.6,author_to_paper,selected_fulltexts.csv:2607.08505
G0441,paper:2607.08505,author:gert_aarts,0.45,paper_to_author,selected_fulltexts.csv:2607.08505
G0442,author:gert_aarts,paper:2607.08505,0.6,author_to_paper,selected_fulltexts.csv:2607.08505
G0443,paper:2607.08505,author:diaa_e_habibi,0.45,paper_to_author,selected_fulltexts.csv:2607.08505
G0444,author:diaa_e_habibi,paper:2607.08505,0.6,author_to_paper,selected_fulltexts.csv:2607.08505
G0445,paper:2607.08505,author:biagio_lucini,0.45,paper_to_author,selected_fulltexts.csv:2607.08505
G0446,author:biagio_lucini,paper:2607.08505,0.6,author_to_paper,selected_fulltexts.csv:2607.08505
G0447,paper:2607.08505,author:lingxiao_wang,0.45,paper_to_author,selected_fulltexts.csv:2607.08505
G0448,author:lingxiao_wang,paper:2607.08505,0.6,author_to_paper,selected_fulltexts.csv:2607.08505
G0449,paper:2607.08505,method:forward_neighbor,0.65,paper_to_method,selected_fulltexts.csv:2607.08505
G0450,method:forward_neighbor,paper:2607.08505,0.85,method_to_paper,selected_fulltexts.csv:2607.08505
G0451,paper:2606.13790,paper:1904.12072,0.15,backward_direct_citation,relation_ledger.csv:R001
G0452,paper:2606.13790,paper:2003.06413,0.15,backward_direct_citation,relation_ledger.csv:R002
G0453,paper:2606.13790,paper:2512.19575,0.15,backward_direct_citation,relation_ledger.csv:R003
G0454,paper:2606.13790,paper:2201.08862,0.15,backward_direct_citation,relation_ledger.csv:R004
G0455,paper:2606.13790,paper:2210.03139,0.15,backward_direct_citation,relation_ledger.csv:R005
G0456,paper:2606.13790,paper:2309.17082,0.15,backward_direct_citation,relation_ledger.csv:R006
G0457,paper:2606.13790,paper:2605.11199,0.15,backward_direct_citation,relation_ledger.csv:R007
G0458,paper:2606.13790,paper:2111.15141,0.15,backward_direct_citation,relation_ledger.csv:R008
G0459,paper:2606.13790,paper:2302.13834,0.15,backward_direct_citation,relation_ledger.csv:R009
G0460,paper:2606.13790,paper:2211.01364,0.15,backward_direct_citation,relation_ledger.csv:R010
G0461,paper:2606.13790,paper:2310.11979,0.8,declared_method_neighbor,relation_ledger.csv:M001
G0462,paper:2606.13790,paper:2402.06561,0.8,declared_method_neighbor,relation_ledger.csv:M002
G0463,paper:2606.13790,paper:2604.10209,0.8,declared_method_neighbor,relation_ledger.csv:M003
G0464,paper:2606.13790,paper:2607.08505,0.8,declared_method_neighbor,relation_ledger.csv:M004
