edge_id,source,target,weight,relation,evidence_kind,evidence_ref
DE00297,paper:2512.19575,author:qian_moxian,0.45,paper_to_author,metadata,selected_fulltexts.csv:2512.19575
DE00298,author:qian_moxian,paper:2512.19575,0.6,author_to_paper,metadata,selected_fulltexts.csv:2512.19575
DE00299,paper:2512.19575,author:chen_shiyang,0.45,paper_to_author,metadata,selected_fulltexts.csv:2512.19575
DE00300,author:chen_shiyang,paper:2512.19575,0.6,author_to_paper,metadata,selected_fulltexts.csv:2512.19575
DE00301,paper:2512.19575,method:autoregressive,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2512.19575
DE00302,method:autoregressive,paper:2512.19575,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2512.19575
DE00303,paper:2207.00283,author:gerdes_mathis,0.45,paper_to_author,metadata,selected_fulltexts.csv:2207.00283
DE00304,author:gerdes_mathis,paper:2207.00283,0.6,author_to_paper,metadata,selected_fulltexts.csv:2207.00283
DE00305,paper:2207.00283,author:de_haan_pim,0.45,paper_to_author,metadata,selected_fulltexts.csv:2207.00283
DE00306,author:de_haan_pim,paper:2207.00283,0.6,author_to_paper,metadata,selected_fulltexts.csv:2207.00283
DE00307,paper:2207.00283,author:rainone_corrado,0.45,paper_to_author,metadata,selected_fulltexts.csv:2207.00283
DE00308,author:rainone_corrado,paper:2207.00283,0.6,author_to_paper,metadata,selected_fulltexts.csv:2207.00283
DE00309,paper:2207.00283,author:bondesan_roberto,0.45,paper_to_author,metadata,selected_fulltexts.csv:2207.00283
DE00310,author:bondesan_roberto,paper:2207.00283,0.6,author_to_paper,metadata,selected_fulltexts.csv:2207.00283
DE00311,paper:2207.00283,author:cheng_miranda_c_n,0.45,paper_to_author,metadata,selected_fulltexts.csv:2207.00283
DE00312,author:cheng_miranda_c_n,paper:2207.00283,0.6,author_to_paper,metadata,selected_fulltexts.csv:2207.00283
DE00313,paper:2207.00283,method:flow,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2207.00283
DE00314,method:flow,paper:2207.00283,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2207.00283
DE00315,paper:2107.00734,author:daniel_c_hackett,0.45,paper_to_author,metadata,selected_fulltexts.csv:2107.00734
DE00316,author:daniel_c_hackett,paper:2107.00734,0.6,author_to_paper,metadata,selected_fulltexts.csv:2107.00734
DE00317,paper:2107.00734,author:chung_chun_hsieh,0.45,paper_to_author,metadata,selected_fulltexts.csv:2107.00734
DE00318,author:chung_chun_hsieh,paper:2107.00734,0.6,author_to_paper,metadata,selected_fulltexts.csv:2107.00734
DE00319,paper:2107.00734,author:sahil_pontula,0.45,paper_to_author,metadata,selected_fulltexts.csv:2107.00734
DE00320,author:sahil_pontula,paper:2107.00734,0.6,author_to_paper,metadata,selected_fulltexts.csv:2107.00734
DE00321,paper:2107.00734,author:michael_s_albergo,0.45,paper_to_author,metadata,selected_fulltexts.csv:2107.00734
DE00322,author:michael_s_albergo,paper:2107.00734,0.6,author_to_paper,metadata,selected_fulltexts.csv:2107.00734
DE00323,paper:2107.00734,author:denis_boyda,0.45,paper_to_author,metadata,selected_fulltexts.csv:2107.00734
DE00324,author:denis_boyda,paper:2107.00734,0.6,author_to_paper,metadata,selected_fulltexts.csv:2107.00734
DE00325,paper:2107.00734,author:jiunn_wei_chen,0.45,paper_to_author,metadata,selected_fulltexts.csv:2107.00734
DE00326,author:jiunn_wei_chen,paper:2107.00734,0.6,author_to_paper,metadata,selected_fulltexts.csv:2107.00734
DE00327,paper:2107.00734,author:kai_feng_chen,0.45,paper_to_author,metadata,selected_fulltexts.csv:2107.00734
DE00328,author:kai_feng_chen,paper:2107.00734,0.6,author_to_paper,metadata,selected_fulltexts.csv:2107.00734
DE00329,paper:2107.00734,author:kyle_cranmer,0.45,paper_to_author,metadata,selected_fulltexts.csv:2107.00734
DE00330,author:kyle_cranmer,paper:2107.00734,0.6,author_to_paper,metadata,selected_fulltexts.csv:2107.00734
DE00331,paper:2107.00734,author:gurtej_kanwar,0.45,paper_to_author,metadata,selected_fulltexts.csv:2107.00734
DE00332,author:gurtej_kanwar,paper:2107.00734,0.6,author_to_paper,metadata,selected_fulltexts.csv:2107.00734
DE00333,paper:2107.00734,author:phiala_e_shanahan,0.45,paper_to_author,metadata,selected_fulltexts.csv:2107.00734
DE00334,author:phiala_e_shanahan,paper:2107.00734,0.6,author_to_paper,metadata,selected_fulltexts.csv:2107.00734
DE00335,paper:2107.00734,method:flow,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2107.00734
DE00336,method:flow,paper:2107.00734,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2107.00734
DE00337,paper:2211.03470,author:chen_shile,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.03470
DE00338,author:chen_shile,paper:2211.03470,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.03470
DE00339,paper:2211.03470,author:savchuk_oleh,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.03470
DE00340,author:savchuk_oleh,paper:2211.03470,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.03470
DE00341,paper:2211.03470,author:zheng_shiqi,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.03470
DE00342,author:zheng_shiqi,paper:2211.03470,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.03470
DE00343,paper:2211.03470,author:chen_baoyi,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.03470
DE00344,author:chen_baoyi,paper:2211.03470,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.03470
DE00345,paper:2211.03470,author:stoecker_horst,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.03470
DE00346,author:stoecker_horst,paper:2211.03470,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.03470
DE00347,paper:2211.03470,author:wang_lingxiao,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.03470
DE00348,author:wang_lingxiao,paper:2211.03470,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.03470
DE00349,paper:2211.03470,author:zhou_kai,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.03470
DE00350,author:zhou_kai,paper:2211.03470,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.03470
DE00351,paper:2211.03470,method:flow,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2211.03470
DE00352,method:flow,paper:2211.03470,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2211.03470
DE00353,paper:2412.19109,author:michele_caselle,0.45,paper_to_author,metadata,selected_fulltexts.csv:2412.19109
DE00354,author:michele_caselle,paper:2412.19109,0.6,author_to_paper,metadata,selected_fulltexts.csv:2412.19109
DE00355,paper:2412.19109,author:elia_cellini,0.45,paper_to_author,metadata,selected_fulltexts.csv:2412.19109
DE00356,author:elia_cellini,paper:2412.19109,0.6,author_to_paper,metadata,selected_fulltexts.csv:2412.19109
DE00357,paper:2412.19109,author:alessandro_nada,0.45,paper_to_author,metadata,selected_fulltexts.csv:2412.19109
DE00358,author:alessandro_nada,paper:2412.19109,0.6,author_to_paper,metadata,selected_fulltexts.csv:2412.19109
DE00359,paper:2412.19109,method:flow,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2412.19109
DE00360,method:flow,paper:2412.19109,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2412.19109
DE00361,paper:2412.19109,method:gauge,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2412.19109
DE00362,method:gauge,paper:2412.19109,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2412.19109
DE00363,paper:2412.19109,method:scaling,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2412.19109
DE00364,method:scaling,paper:2412.19109,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2412.19109
DE00365,paper:2412.19109,method:stochastic_flow,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2412.19109
DE00366,method:stochastic_flow,paper:2412.19109,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2412.19109
DE00367,paper:1810.12879,author:zhou_kai,0.45,paper_to_author,metadata,selected_fulltexts.csv:1810.12879
DE00368,author:zhou_kai,paper:1810.12879,0.6,author_to_paper,metadata,selected_fulltexts.csv:1810.12879
DE00369,paper:1810.12879,author:endr_o_di_gergely,0.45,paper_to_author,metadata,selected_fulltexts.csv:1810.12879
DE00370,author:endr_o_di_gergely,paper:1810.12879,0.6,author_to_paper,metadata,selected_fulltexts.csv:1810.12879
DE00371,paper:1810.12879,author:pang_long_gang,0.45,paper_to_author,metadata,selected_fulltexts.csv:1810.12879
DE00372,author:pang_long_gang,paper:1810.12879,0.6,author_to_paper,metadata,selected_fulltexts.csv:1810.12879
DE00373,paper:1810.12879,author:st_o_cker_horst,0.45,paper_to_author,metadata,selected_fulltexts.csv:1810.12879
DE00374,author:st_o_cker_horst,paper:1810.12879,0.6,author_to_paper,metadata,selected_fulltexts.csv:1810.12879
DE00375,paper:1810.12879,method:early_generative_baselines,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:1810.12879
DE00376,method:early_generative_baselines,paper:1810.12879,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:1810.12879
DE00377,paper:2409.18861,author:andrea_bulgarelli,0.45,paper_to_author,metadata,selected_fulltexts.csv:2409.18861
DE00378,author:andrea_bulgarelli,paper:2409.18861,0.6,author_to_paper,metadata,selected_fulltexts.csv:2409.18861
DE00379,paper:2409.18861,author:elia_cellini,0.45,paper_to_author,metadata,selected_fulltexts.csv:2409.18861
DE00380,author:elia_cellini,paper:2409.18861,0.6,author_to_paper,metadata,selected_fulltexts.csv:2409.18861
DE00381,paper:2409.18861,author:alessandro_nada,0.45,paper_to_author,metadata,selected_fulltexts.csv:2409.18861
DE00382,author:alessandro_nada,paper:2409.18861,0.6,author_to_paper,metadata,selected_fulltexts.csv:2409.18861
DE00383,paper:2409.18861,method:failure,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2409.18861
DE00384,method:failure,paper:2409.18861,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2409.18861
DE00385,paper:2409.18861,method:flow,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2409.18861
DE00386,method:flow,paper:2409.18861,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2409.18861
DE00387,paper:2409.18861,method:gauge,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2409.18861
DE00388,method:gauge,paper:2409.18861,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2409.18861
DE00389,paper:2409.18861,method:scaling,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2409.18861
DE00390,method:scaling,paper:2409.18861,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2409.18861
DE00391,paper:2409.18861,method:stochastic_flow,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2409.18861
DE00392,method:stochastic_flow,paper:2409.18861,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2409.18861
DE00393,paper:2211.07541,author:ryan_abbott,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.07541
DE00394,author:ryan_abbott,paper:2211.07541,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.07541
DE00395,paper:2211.07541,author:michael_s_albergo,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.07541
DE00396,author:michael_s_albergo,paper:2211.07541,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.07541
DE00397,paper:2211.07541,author:aleksandar_botev,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.07541
DE00398,author:aleksandar_botev,paper:2211.07541,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.07541
DE00399,paper:2211.07541,author:denis_boyda,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.07541
DE00400,author:denis_boyda,paper:2211.07541,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.07541
DE00401,paper:2211.07541,author:k_cranmer,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.07541
DE00402,author:k_cranmer,paper:2211.07541,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.07541
DE00403,paper:2211.07541,author:daniel_c_hackett,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.07541
DE00404,author:daniel_c_hackett,paper:2211.07541,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.07541
DE00405,paper:2211.07541,author:alexander_matthews,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.07541
DE00406,author:alexander_matthews,paper:2211.07541,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.07541
DE00407,paper:2211.07541,author:s_bastien_racani_re,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.07541
DE00408,author:s_bastien_racani_re,paper:2211.07541,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.07541
DE00409,paper:2211.07541,author:ali_razavi,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.07541
DE00410,author:ali_razavi,paper:2211.07541,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.07541
DE00411,paper:2211.07541,author:danilo_jimenez_rezende,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.07541
DE00412,author:danilo_jimenez_rezende,paper:2211.07541,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.07541
DE00413,paper:2211.07541,author:fernando_romero_l_pez,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.07541
DE00414,author:fernando_romero_l_pez,paper:2211.07541,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.07541
DE00415,paper:2211.07541,author:phiala_e_shanahan,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.07541
DE00416,author:phiala_e_shanahan,paper:2211.07541,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.07541
DE00417,paper:2211.07541,author:julian_m_urban,0.45,paper_to_author,metadata,selected_fulltexts.csv:2211.07541
DE00418,author:julian_m_urban,paper:2211.07541,0.6,author_to_paper,metadata,selected_fulltexts.csv:2211.07541
DE00419,paper:2211.07541,method:failure,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2211.07541
DE00420,method:failure,paper:2211.07541,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2211.07541
DE00421,paper:2211.07541,method:fermion,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2211.07541
DE00422,method:fermion,paper:2211.07541,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2211.07541
DE00423,paper:2211.07541,method:flow,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2211.07541
DE00424,method:flow,paper:2211.07541,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2211.07541
DE00425,paper:2211.07541,method:gauge,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2211.07541
DE00426,method:gauge,paper:2211.07541,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2211.07541
DE00427,paper:2211.07541,method:scaling,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2211.07541
DE00428,method:scaling,paper:2211.07541,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2211.07541
DE00429,paper:2607.08505,author:yang_yang_tan,0.45,paper_to_author,metadata,selected_fulltexts.csv:2607.08505
DE00430,author:yang_yang_tan,paper:2607.08505,0.6,author_to_paper,metadata,selected_fulltexts.csv:2607.08505
DE00431,paper:2607.08505,author:gert_aarts,0.45,paper_to_author,metadata,selected_fulltexts.csv:2607.08505
DE00432,author:gert_aarts,paper:2607.08505,0.6,author_to_paper,metadata,selected_fulltexts.csv:2607.08505
DE00433,paper:2607.08505,author:diaa_e_habibi,0.45,paper_to_author,metadata,selected_fulltexts.csv:2607.08505
DE00434,author:diaa_e_habibi,paper:2607.08505,0.6,author_to_paper,metadata,selected_fulltexts.csv:2607.08505
DE00435,paper:2607.08505,author:biagio_lucini,0.45,paper_to_author,metadata,selected_fulltexts.csv:2607.08505
DE00436,author:biagio_lucini,paper:2607.08505,0.6,author_to_paper,metadata,selected_fulltexts.csv:2607.08505
DE00437,paper:2607.08505,author:lingxiao_wang,0.45,paper_to_author,metadata,selected_fulltexts.csv:2607.08505
DE00438,author:lingxiao_wang,paper:2607.08505,0.6,author_to_paper,metadata,selected_fulltexts.csv:2607.08505
DE00439,paper:2607.08505,method:diffusion,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2607.08505
DE00440,method:diffusion,paper:2607.08505,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2607.08505
DE00441,paper:2607.08505,method:failure,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2607.08505
DE00442,method:failure,paper:2607.08505,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2607.08505
DE00443,paper:2607.08505,method:scaling,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2607.08505
DE00444,method:scaling,paper:2607.08505,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2607.08505
DE00445,paper:2309.17082,author:lingxiao_wang,0.45,paper_to_author,metadata,selected_fulltexts.csv:2309.17082
DE00446,author:lingxiao_wang,paper:2309.17082,0.6,author_to_paper,metadata,selected_fulltexts.csv:2309.17082
DE00447,paper:2309.17082,author:gert_aarts,0.45,paper_to_author,metadata,selected_fulltexts.csv:2309.17082
DE00448,author:gert_aarts,paper:2309.17082,0.6,author_to_paper,metadata,selected_fulltexts.csv:2309.17082
DE00449,paper:2309.17082,author:kai_zhou,0.45,paper_to_author,metadata,selected_fulltexts.csv:2309.17082
DE00450,author:kai_zhou,paper:2309.17082,0.6,author_to_paper,metadata,selected_fulltexts.csv:2309.17082
DE00451,paper:2309.17082,method:diffusion,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2309.17082
DE00452,method:diffusion,paper:2309.17082,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2309.17082
DE00453,paper:2309.17082,method:failure,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2309.17082
DE00454,method:failure,paper:2309.17082,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2309.17082
DE00455,paper:2309.17082,method:scaling,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2309.17082
DE00456,method:scaling,paper:2309.17082,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2309.17082
DE00457,paper:2510.26081,author:octavio_vega,0.45,paper_to_author,metadata,selected_fulltexts.csv:2510.26081
DE00458,author:octavio_vega,paper:2510.26081,0.6,author_to_paper,metadata,selected_fulltexts.csv:2510.26081
DE00459,paper:2510.26081,author:javad_komijani,0.45,paper_to_author,metadata,selected_fulltexts.csv:2510.26081
DE00460,author:javad_komijani,paper:2510.26081,0.6,author_to_paper,metadata,selected_fulltexts.csv:2510.26081
DE00461,paper:2510.26081,author:aida_el_khadra,0.45,paper_to_author,metadata,selected_fulltexts.csv:2510.26081
DE00462,author:aida_el_khadra,paper:2510.26081,0.6,author_to_paper,metadata,selected_fulltexts.csv:2510.26081
DE00463,paper:2510.26081,author:marina_marinkovic,0.45,paper_to_author,metadata,selected_fulltexts.csv:2510.26081
DE00464,author:marina_marinkovic,paper:2510.26081,0.6,author_to_paper,metadata,selected_fulltexts.csv:2510.26081
DE00465,paper:2510.26081,method:diffusion,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2510.26081
DE00466,method:diffusion,paper:2510.26081,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2510.26081
DE00467,paper:2510.26081,method:failure,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2510.26081
DE00468,method:failure,paper:2510.26081,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2510.26081
DE00469,paper:2510.26081,method:scaling,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2510.26081
DE00470,method:scaling,paper:2510.26081,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2510.26081
DE00471,paper:2604.12416,author:urs_wenger,0.45,paper_to_author,metadata,selected_fulltexts.csv:2604.12416
DE00472,author:urs_wenger,paper:2604.12416,0.6,author_to_paper,metadata,selected_fulltexts.csv:2604.12416
DE00473,paper:2604.12416,method:flow,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2604.12416
DE00474,method:flow,paper:2604.12416,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2604.12416
DE00475,paper:2604.12416,method:gauge,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2604.12416
DE00476,method:gauge,paper:2604.12416,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2604.12416
DE00477,paper:2604.12416,method:scaling,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2604.12416
DE00478,method:scaling,paper:2604.12416,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2604.12416
DE00479,paper:2601.20708,author:claudio_bonanno,0.45,paper_to_author,metadata,selected_fulltexts.csv:2601.20708
DE00480,author:claudio_bonanno,paper:2601.20708,0.6,author_to_paper,metadata,selected_fulltexts.csv:2601.20708
DE00481,paper:2601.20708,author:andrea_bulgarelli,0.45,paper_to_author,metadata,selected_fulltexts.csv:2601.20708
DE00482,author:andrea_bulgarelli,paper:2601.20708,0.6,author_to_paper,metadata,selected_fulltexts.csv:2601.20708
DE00483,paper:2601.20708,author:elia_cellini,0.45,paper_to_author,metadata,selected_fulltexts.csv:2601.20708
DE00484,author:elia_cellini,paper:2601.20708,0.6,author_to_paper,metadata,selected_fulltexts.csv:2601.20708
DE00485,paper:2601.20708,author:alessandro_nada,0.45,paper_to_author,metadata,selected_fulltexts.csv:2601.20708
DE00486,author:alessandro_nada,paper:2601.20708,0.6,author_to_paper,metadata,selected_fulltexts.csv:2601.20708
DE00487,paper:2601.20708,author:dario_panfalone,0.45,paper_to_author,metadata,selected_fulltexts.csv:2601.20708
DE00488,author:dario_panfalone,paper:2601.20708,0.6,author_to_paper,metadata,selected_fulltexts.csv:2601.20708
DE00489,paper:2601.20708,author:davide_vadacchino,0.45,paper_to_author,metadata,selected_fulltexts.csv:2601.20708
DE00490,author:davide_vadacchino,paper:2601.20708,0.6,author_to_paper,metadata,selected_fulltexts.csv:2601.20708
DE00491,paper:2601.20708,author:lorenzo_verzichelli,0.45,paper_to_author,metadata,selected_fulltexts.csv:2601.20708
DE00492,author:lorenzo_verzichelli,paper:2601.20708,0.6,author_to_paper,metadata,selected_fulltexts.csv:2601.20708
DE00493,paper:2601.20708,method:flow,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2601.20708
DE00494,method:flow,paper:2601.20708,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2601.20708
DE00495,paper:2601.20708,method:gauge,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2601.20708
DE00496,method:gauge,paper:2601.20708,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2601.20708
DE00497,paper:2601.20708,method:scaling,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2601.20708
DE00498,method:scaling,paper:2601.20708,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2601.20708
DE00499,paper:2208.03832,author:ryan_abbott,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00500,author:ryan_abbott,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00501,paper:2208.03832,author:michael_s_albergo,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00502,author:michael_s_albergo,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00503,paper:2208.03832,author:aleksandar_botev,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00504,author:aleksandar_botev,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00505,paper:2208.03832,author:denis_boyda,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00506,author:denis_boyda,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00507,paper:2208.03832,author:kyle_cranmer,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00508,author:kyle_cranmer,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00509,paper:2208.03832,author:daniel_c_hackett,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00510,author:daniel_c_hackett,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00511,paper:2208.03832,author:gurtej_kanwar,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00512,author:gurtej_kanwar,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00513,paper:2208.03832,author:alexander_g_d_g_matthews,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00514,author:alexander_g_d_g_matthews,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00515,paper:2208.03832,author:s_bastien_racani_re,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00516,author:s_bastien_racani_re,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00517,paper:2208.03832,author:ali_razavi,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00518,author:ali_razavi,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00519,paper:2208.03832,author:danilo_j_rezende,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00520,author:danilo_j_rezende,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00521,paper:2208.03832,author:fernando_romero_l_pez,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00522,author:fernando_romero_l_pez,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00523,paper:2208.03832,author:phiala_e_shanahan,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00524,author:phiala_e_shanahan,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00525,paper:2208.03832,author:julian_m_urban,0.45,paper_to_author,metadata,selected_fulltexts.csv:2208.03832
DE00526,author:julian_m_urban,paper:2208.03832,0.6,author_to_paper,metadata,selected_fulltexts.csv:2208.03832
DE00527,paper:2208.03832,method:flow,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2208.03832
DE00528,method:flow,paper:2208.03832,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2208.03832
DE00529,paper:2208.03832,method:gauge,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2208.03832
DE00530,method:gauge,paper:2208.03832,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2208.03832
DE00531,paper:2208.03832,method:scaling,0.65,paper_to_method,screened_method_tag,candidate_screening_table.csv:2208.03832
DE00532,method:scaling,paper:2208.03832,0.75,method_to_paper,screened_method_tag,candidate_screening_table.csv:2208.03832
DE00533,paper:2605.12597,author:luca_maria_del_bono,0.45,paper_to_author,metadata,selected_fulltexts.csv:2605.12597
DE00534,author:luca_maria_del_bono,paper:2605.12597,0.6,author_to_paper,metadata,selected_fulltexts.csv:2605.12597
DE00535,paper:2605.12597,author:giulio_biroli,0.45,paper_to_author,metadata,selected_fulltexts.csv:2605.12597
DE00536,author:giulio_biroli,paper:2605.12597,0.6,author_to_paper,metadata,selected_fulltexts.csv:2605.12597
DE00537,paper:2605.12597,author:patrick_charbonneau,0.45,paper_to_author,metadata,selected_fulltexts.csv:2605.12597
DE00538,author:patrick_charbonneau,paper:2605.12597,0.6,author_to_paper,metadata,selected_fulltexts.csv:2605.12597
